Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,84028,1965,01,01,,,
IDCJAC0010,84028,1965,01,02,,,
IDCJAC0010,84028,1965,01,03,,,
IDCJAC0010,84028,1965,01,04,,,
IDCJAC0010,84028,1965,01,05,,,
IDCJAC0010,84028,1965,01,06,,,
IDCJAC0010,84028,1965,01,07,,,
IDCJAC0010,84028,1965,01,08,22.2,,Y
IDCJAC0010,84028,1965,01,09,,,
IDCJAC0010,84028,1965,01,10,,,
IDCJAC0010,84028,1965,01,11,23.9,1,Y
IDCJAC0010,84028,1965,01,12,18.3,1,Y
IDCJAC0010,84028,1965,01,13,18.9,1,Y
IDCJAC0010,84028,1965,01,14,21.7,1,Y
IDCJAC0010,84028,1965,01,15,30.6,1,Y
IDCJAC0010,84028,1965,01,16,36.7,1,Y
IDCJAC0010,84028,1965,01,17,40.6,1,Y
IDCJAC0010,84028,1965,01,18,23.9,1,Y
IDCJAC0010,84028,1965,01,19,20.6,1,Y
IDCJAC0010,84028,1965,01,20,18.3,1,Y
IDCJAC0010,84028,1965,01,21,22.2,1,Y
IDCJAC0010,84028,1965,01,22,,,
IDCJAC0010,84028,1965,01,23,,,
IDCJAC0010,84028,1965,01,24,24.4,1,Y
IDCJAC0010,84028,1965,01,25,18.9,1,Y
IDCJAC0010,84028,1965,01,26,20.0,1,Y
IDCJAC0010,84028,1965,01,27,20.0,1,Y
IDCJAC0010,84028,1965,01,28,22.2,1,Y
IDCJAC0010,84028,1965,01,29,25.0,1,Y
IDCJAC0010,84028,1965,01,30,,,
IDCJAC0010,84028,1965,01,31,,,
IDCJAC0010,84028,1965,02,01,25.0,1,Y
IDCJAC0010,84028,1965,02,02,31.1,1,Y
IDCJAC0010,84028,1965,02,03,36.7,1,Y
IDCJAC0010,84028,1965,02,04,21.7,1,Y
IDCJAC0010,84028,1965,02,05,,,
IDCJAC0010,84028,1965,02,06,31.1,1,Y
IDCJAC0010,84028,1965,02,07,31.1,1,Y
IDCJAC0010,84028,1965,02,08,32.8,1,Y
IDCJAC0010,84028,1965,02,09,20.0,1,Y
IDCJAC0010,84028,1965,02,10,21.7,1,Y
IDCJAC0010,84028,1965,02,11,20.0,1,Y
IDCJAC0010,84028,1965,02,12,21.1,1,Y
IDCJAC0010,84028,1965,02,13,,,
IDCJAC0010,84028,1965,02,14,27.8,1,Y
IDCJAC0010,84028,1965,02,15,35.6,1,Y
IDCJAC0010,84028,1965,02,16,38.3,1,Y
IDCJAC0010,84028,1965,02,17,23.9,1,Y
IDCJAC0010,84028,1965,02,18,27.2,1,Y
IDCJAC0010,84028,1965,02,19,26.1,1,Y
IDCJAC0010,84028,1965,02,20,38.3,1,Y
IDCJAC0010,84028,1965,02,21,,,
IDCJAC0010,84028,1965,02,22,,,
IDCJAC0010,84028,1965,02,23,23.9,1,Y
IDCJAC0010,84028,1965,02,24,26.1,1,Y
IDCJAC0010,84028,1965,02,25,20.6,1,Y
IDCJAC0010,84028,1965,02,26,22.2,1,Y
IDCJAC0010,84028,1965,02,27,,,
IDCJAC0010,84028,1965,02,28,,,
IDCJAC0010,84028,1965,03,01,27.8,,Y
IDCJAC0010,84028,1965,03,02,35.6,1,Y
IDCJAC0010,84028,1965,03,03,39.4,1,Y
IDCJAC0010,84028,1965,03,04,,,
IDCJAC0010,84028,1965,03,05,,,
IDCJAC0010,84028,1965,03,06,37.2,1,Y
IDCJAC0010,84028,1965,03,07,22.2,1,Y
IDCJAC0010,84028,1965,03,08,31.1,1,Y
IDCJAC0010,84028,1965,03,09,21.7,1,Y
IDCJAC0010,84028,1965,03,10,25.6,1,Y
IDCJAC0010,84028,1965,03,11,35.6,1,Y
IDCJAC0010,84028,1965,03,12,,,
IDCJAC0010,84028,1965,03,13,,,
IDCJAC0010,84028,1965,03,14,21.7,1,Y
IDCJAC0010,84028,1965,03,15,22.8,1,Y
IDCJAC0010,84028,1965,03,16,25.0,1,Y
IDCJAC0010,84028,1965,03,17,35.0,1,Y
IDCJAC0010,84028,1965,03,18,34.4,1,Y
IDCJAC0010,84028,1965,03,19,,,
IDCJAC0010,84028,1965,03,20,,,
IDCJAC0010,84028,1965,03,21,22.2,1,Y
IDCJAC0010,84028,1965,03,22,,,
IDCJAC0010,84028,1965,03,23,21.1,1,Y
IDCJAC0010,84028,1965,03,24,18.3,1,Y
IDCJAC0010,84028,1965,03,25,20.0,1,Y
IDCJAC0010,84028,1965,03,26,,,
