Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,82059,1965,01,01,7.7,,Y
IDCJAC0011,82059,1965,01,02,6.6,1,Y
IDCJAC0011,82059,1965,01,03,5.8,1,Y
IDCJAC0011,82059,1965,01,04,7.4,1,Y
IDCJAC0011,82059,1965,01,05,7.2,1,Y
IDCJAC0011,82059,1965,01,06,10.0,1,Y
IDCJAC0011,82059,1965,01,07,5.4,1,Y
IDCJAC0011,82059,1965,01,08,5.7,1,Y
IDCJAC0011,82059,1965,01,09,8.2,1,Y
IDCJAC0011,82059,1965,01,10,9.6,1,Y
IDCJAC0011,82059,1965,01,11,7.9,1,Y
IDCJAC0011,82059,1965,01,12,7.3,1,Y
IDCJAC0011,82059,1965,01,13,6.6,1,Y
IDCJAC0011,82059,1965,01,14,5.5,1,Y
IDCJAC0011,82059,1965,01,15,4.8,1,Y
IDCJAC0011,82059,1965,01,16,8.1,1,Y
IDCJAC0011,82059,1965,01,17,13.0,1,Y
IDCJAC0011,82059,1965,01,18,16.4,1,Y
IDCJAC0011,82059,1965,01,19,,,
IDCJAC0011,82059,1965,01,20,3.6,1,Y
IDCJAC0011,82059,1965,01,21,2.9,1,Y
IDCJAC0011,82059,1965,01,22,6.8,1,Y
IDCJAC0011,82059,1965,01,23,7.2,1,Y
IDCJAC0011,82059,1965,01,24,7.9,1,Y
IDCJAC0011,82059,1965,01,25,7.2,1,Y
IDCJAC0011,82059,1965,01,26,,,
IDCJAC0011,82059,1965,01,27,5.8,1,Y
IDCJAC0011,82059,1965,01,28,5.5,1,Y
IDCJAC0011,82059,1965,01,29,7.6,1,Y
IDCJAC0011,82059,1965,01,30,9.8,1,Y
IDCJAC0011,82059,1965,01,31,9.3,1,Y
IDCJAC0011,82059,1965,02,01,5.3,1,Y
IDCJAC0011,82059,1965,02,02,7.2,1,Y
IDCJAC0011,82059,1965,02,03,7.2,1,Y
IDCJAC0011,82059,1965,02,04,10.4,1,Y
IDCJAC0011,82059,1965,02,05,6.1,1,Y
IDCJAC0011,82059,1965,02,06,8.3,1,Y
IDCJAC0011,82059,1965,02,07,8.3,1,Y
