Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,81013,1965,01,01,10.3,,Y
IDCJAC0011,81013,1965,01,02,,,
IDCJAC0011,81013,1965,01,03,,,
IDCJAC0011,81013,1965,01,04,9.8,1,Y
IDCJAC0011,81013,1965,01,05,11.9,1,Y
IDCJAC0011,81013,1965,01,06,12.4,1,Y
IDCJAC0011,81013,1965,01,07,10.2,1,Y
IDCJAC0011,81013,1965,01,08,13.3,1,Y
IDCJAC0011,81013,1965,01,09,15.6,1,Y
IDCJAC0011,81013,1965,01,10,18.1,1,Y
IDCJAC0011,81013,1965,01,11,10.0,1,Y
IDCJAC0011,81013,1965,01,12,10.2,1,Y
IDCJAC0011,81013,1965,01,13,11.3,1,Y
IDCJAC0011,81013,1965,01,14,9.4,1,Y
IDCJAC0011,81013,1965,01,15,12.0,1,Y
IDCJAC0011,81013,1965,01,16,15.8,1,Y
IDCJAC0011,81013,1965,01,17,,,
IDCJAC0011,81013,1965,01,18,17.7,1,Y
IDCJAC0011,81013,1965,01,19,11.1,1,Y
IDCJAC0011,81013,1965,01,20,8.9,1,Y
IDCJAC0011,81013,1965,01,21,8.0,1,Y
IDCJAC0011,81013,1965,01,22,13.3,1,Y
IDCJAC0011,81013,1965,01,23,9.1,1,Y
IDCJAC0011,81013,1965,01,24,12.9,1,Y
IDCJAC0011,81013,1965,01,25,10.1,1,Y
IDCJAC0011,81013,1965,01,26,9.3,1,Y
IDCJAC0011,81013,1965,01,27,11.1,1,Y
IDCJAC0011,81013,1965,01,28,11.7,1,Y
IDCJAC0011,81013,1965,01,29,14.8,1,Y
IDCJAC0011,81013,1965,01,30,14.9,1,Y
IDCJAC0011,81013,1965,01,31,,,
IDCJAC0011,81013,1965,02,01,,,
IDCJAC0011,81013,1965,02,02,11.1,1,Y
IDCJAC0011,81013,1965,02,03,13.6,1,Y
IDCJAC0011,81013,1965,02,04,11.6,1,Y
IDCJAC0011,81013,1965,02,05,12.1,1,Y
IDCJAC0011,81013,1965,02,06,14.4,1,Y
IDCJAC0011,81013,1965,02,07,15.6,1,Y
IDCJAC0011,81013,1965,02,08,18.9,1,Y
IDCJAC0011,81013,1965,02,09,16.1,1,Y
IDCJAC0011,81013,1965,02,10,12.2,1,Y
IDCJAC0011,81013,1965,02,11,9.9,1,Y
IDCJAC0011,81013,1965,02,12,11.6,1,Y
IDCJAC0011,81013,1965,02,13,11.3,1,Y
IDCJAC0011,81013,1965,02,14,13.4,1,Y
IDCJAC0011,81013,1965,02,15,,,
IDCJAC0011,81013,1965,02,16,,,
IDCJAC0011,81013,1965,02,17,,,
IDCJAC0011,81013,1965,02,18,16.1,,Y
IDCJAC0011,81013,1965,02,19,17.2,1,Y
IDCJAC0011,81013,1965,02,20,16.4,1,Y
IDCJAC0011,81013,1965,02,21,19.1,1,Y
IDCJAC0011,81013,1965,02,22,23.3,1,Y
IDCJAC0011,81013,1965,02,23,10.0,1,Y
IDCJAC0011,81013,1965,02,24,13.8,1,Y
IDCJAC0011,81013,1965,02,25,13.3,1,Y
IDCJAC0011,81013,1965,02,26,12.1,1,Y
IDCJAC0011,81013,1965,02,27,13.9,1,Y
IDCJAC0011,81013,1965,02,28,11.8,1,Y
IDCJAC0011,81013,1965,03,01,17.3,1,Y
IDCJAC0011,81013,1965,03,02,17.4,1,Y
IDCJAC0011,81013,1965,03,03,18.1,1,Y
IDCJAC0011,81013,1965,03,04,15.0,1,Y
IDCJAC0011,81013,1965,03,05,12.8,1,Y
IDCJAC0011,81013,1965,03,06,24.4,1,Y
IDCJAC0011,81013,1965,03,07,11.9,1,Y
IDCJAC0011,81013,1965,03,08,9.6,1,Y
IDCJAC0011,81013,1965,03,09,10.8,1,Y
IDCJAC0011,81013,1965,03,10,8.7,1,Y
IDCJAC0011,81013,1965,03,11,11.4,1,Y
IDCJAC0011,81013,1965,03,12,15.2,1,Y
IDCJAC0011,81013,1965,03,13,12.2,1,Y
IDCJAC0011,81013,1965,03,14,6.1,1,Y
IDCJAC0011,81013,1965,03,15,8.8,1,Y
IDCJAC0011,81013,1965,03,16,11.9,1,Y
IDCJAC0011,81013,1965,03,17,15.3,1,Y
IDCJAC0011,81013,1965,03,18,15.8,1,Y
IDCJAC0011,81013,1965,03,19,14.6,1,Y
IDCJAC0011,81013,1965,03,20,9.7,1,Y
IDCJAC0011,81013,1965,03,21,8.8,1,Y
IDCJAC0011,81013,1965,03,22,6.1,1,Y
IDCJAC0011,81013,1965,03,23,8.3,1,Y
IDCJAC0011,81013,1965,03,24,10.8,1,Y
IDCJAC0011,81013,1965,03,25,5.2,1,Y
IDCJAC0011,81013,1965,03,26,6.3,1,Y
IDCJAC0011,81013,1965,03,27,12.8,1,Y
IDCJAC0011,81013,1965,03,28,13.9,1,Y
IDCJAC0011,81013,1965,03,29,7.8,1,Y
IDCJAC0011,81013,1965,03,30,6.1,1,Y
IDCJAC0011,81013,1965,03,31,9.1,1,Y
IDCJAC0011,81013,1965,04,01,6.9,1,Y
IDCJAC0011,81013,1965,04,02,10.0,1,Y
IDCJAC0011,81013,1965,04,03,3.8,1,Y
IDCJAC0011,81013,1965,04,04,6.8,1,Y
IDCJAC0011,81013,1965,04,05,8.0,1,Y
IDCJAC0011,81013,1965,04,06,6.2,1,Y
IDCJAC0011,81013,1965,04,07,8.9,1,Y
IDCJAC0011,81013,1965,04,08,9.9,1,Y
IDCJAC0011,81013,1965,04,09,12.8,1,Y
IDCJAC0011,81013,1965,04,10,10.8,1,Y
IDCJAC0011,81013,1965,04,11,11.7,1,Y
IDCJAC0011,81013,1965,04,12,8.6,1,Y
IDCJAC0011,81013,1965,04,13,7.2,1,Y
IDCJAC0011,81013,1965,04,14,6.4,1,Y
IDCJAC0011,81013,1965,04,15,10.7,1,Y
IDCJAC0011,81013,1965,04,16,5.6,1,Y
IDCJAC0011,81013,1965,04,17,11.1,1,Y
IDCJAC0011,81013,1965,04,18,3.1,1,Y
IDCJAC0011,81013,1965,04,19,9.0,1,Y
IDCJAC0011,81013,1965,04,20,7.2,1,Y
IDCJAC0011,81013,1965,04,21,14.7,1,Y
IDCJAC0011,81013,1965,04,22,14.4,1,Y
IDCJAC0011,81013,1965,04,23,9.1,1,Y
IDCJAC0011,81013,1965,04,24,5.3,1,Y
IDCJAC0011,81013,1965,04,25,6.2,1,Y
IDCJAC0011,81013,1965,04,26,2.8,1,Y
IDCJAC0011,81013,1965,04,27,1.9,1,Y
IDCJAC0011,81013,1965,04,28,2.8,1,Y
IDCJAC0011,81013,1965,04,29,6.0,1,Y
IDCJAC0011,81013,1965,04,30,5.8,1,Y
IDCJAC0011,81013,1965,05,01,5.6,1,Y
IDCJAC0011,81013,1965,05,02,6.7,1,Y
IDCJAC0011,81013,1965,05,03,6.2,1,Y
IDCJAC0011,81013,1965,05,04,7.8,1,Y
IDCJAC0011,81013,1965,05,05,10.0,1,Y
IDCJAC0011,81013,1965,05,06,8.9,1,Y
IDCJAC0011,81013,1965,05,07,10.4,1,Y
IDCJAC0011,81013,1965,05,08,12.8,1,Y
IDCJAC0011,81013,1965,05,09,13.3,1,Y
IDCJAC0011,81013,1965,05,10,10.8,1,Y
IDCJAC0011,81013,1965,05,11,13.9,1,Y
IDCJAC0011,81013,1965,05,12,9.0,1,Y
IDCJAC0011,81013,1965,05,13,8.3,1,Y
IDCJAC0011,81013,1965,05,14,7.8,1,Y
IDCJAC0011,81013,1965,05,15,3.3,1,Y
IDCJAC0011,81013,1965,05,16,5.6,1,Y
IDCJAC0011,81013,1965,05,17,1.1,1,Y
IDCJAC0011,81013,1965,05,18,3.9,1,Y
IDCJAC0011,81013,1965,05,19,6.7,1,Y
IDCJAC0011,81013,1965,05,20,4.4,1,Y
IDCJAC0011,81013,1965,05,21,6.7,1,Y
IDCJAC0011,81013,1965,05,22,7.8,1,Y
IDCJAC0011,81013,1965,05,23,6.9,1,Y
IDCJAC0011,81013,1965,05,24,4.7,1,Y
IDCJAC0011,81013,1965,05,25,8.0,1,Y
IDCJAC0011,81013,1965,05,26,7.9,1,Y
IDCJAC0011,81013,1965,05,27,2.8,1,Y
IDCJAC0011,81013,1965,05,28,5.9,1,Y
IDCJAC0011,81013,1965,05,29,1.6,1,Y
IDCJAC0011,81013,1965,05,30,4.1,1,Y
IDCJAC0011,81013,1965,05,31,6.7,1,Y
IDCJAC0011,81013,1965,06,01,6.1,1,Y
IDCJAC0011,81013,1965,06,02,7.7,1,Y
IDCJAC0011,81013,1965,06,03,5.0,1,Y
IDCJAC0011,81013,1965,06,04,6.1,1,Y
IDCJAC0011,81013,1965,06,05,3.9,1,Y
IDCJAC0011,81013,1965,06,06,4.6,1,Y
IDCJAC0011,81013,1965,06,07,5.0,1,Y
IDCJAC0011,81013,1965,06,08,4.4,1,Y
IDCJAC0011,81013,1965,06,09,4.4,1,Y
IDCJAC0011,81013,1965,06,10,2.9,1,Y
IDCJAC0011,81013,1965,06,11,1.2,1,Y
IDCJAC0011,81013,1965,06,12,2.3,1,Y
IDCJAC0011,81013,1965,06,13,3.2,1,Y
IDCJAC0011,81013,1965,06,14,3.4,1,Y
IDCJAC0011,81013,1965,06,15,2.6,1,Y
