Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,84087,1974,01,01,,,
IDCJAC0011,84087,1974,01,02,,,
IDCJAC0011,84087,1974,01,03,,,
IDCJAC0011,84087,1974,01,04,,,
IDCJAC0011,84087,1974,01,05,,,
IDCJAC0011,84087,1974,01,06,,,
IDCJAC0011,84087,1974,01,07,,,
IDCJAC0011,84087,1974,01,08,,,
IDCJAC0011,84087,1974,01,09,,,
IDCJAC0011,84087,1974,01,10,,,
IDCJAC0011,84087,1974,01,11,,,
IDCJAC0011,84087,1974,01,12,,,
IDCJAC0011,84087,1974,01,13,,,
IDCJAC0011,84087,1974,01,14,,,
IDCJAC0011,84087,1974,01,15,,,
IDCJAC0011,84087,1974,01,16,,,
IDCJAC0011,84087,1974,01,17,,,
IDCJAC0011,84087,1974,01,18,,,
IDCJAC0011,84087,1974,01,19,,,
IDCJAC0011,84087,1974,01,20,,,
IDCJAC0011,84087,1974,01,21,,,
IDCJAC0011,84087,1974,01,22,,,
IDCJAC0011,84087,1974,01,23,,,
IDCJAC0011,84087,1974,01,24,,,
IDCJAC0011,84087,1974,01,25,,,
IDCJAC0011,84087,1974,01,26,,,
IDCJAC0011,84087,1974,01,27,,,
IDCJAC0011,84087,1974,01,28,,,
IDCJAC0011,84087,1974,01,29,,,
IDCJAC0011,84087,1974,01,30,,,
IDCJAC0011,84087,1974,01,31,,,
IDCJAC0011,84087,1974,02,01,,,
IDCJAC0011,84087,1974,02,02,,,
IDCJAC0011,84087,1974,02,03,,,
IDCJAC0011,84087,1974,02,04,,,
IDCJAC0011,84087,1974,02,05,,,
IDCJAC0011,84087,1974,02,06,,,
IDCJAC0011,84087,1974,02,07,,,
IDCJAC0011,84087,1974,02,08,,,
IDCJAC0011,84087,1974,02,09,,,
IDCJAC0011,84087,1974,02,10,,,
IDCJAC0011,84087,1974,02,11,,,
IDCJAC0011,84087,1974,02,12,,,
IDCJAC0011,84087,1974,02,13,,,
IDCJAC0011,84087,1974,02,14,,,
IDCJAC0011,84087,1974,02,15,,,
IDCJAC0011,84087,1974,02,16,,,
IDCJAC0011,84087,1974,02,17,,,
IDCJAC0011,84087,1974,02,18,,,
IDCJAC0011,84087,1974,02,19,,,
IDCJAC0011,84087,1974,02,20,,,
IDCJAC0011,84087,1974,02,21,,,
IDCJAC0011,84087,1974,02,22,,,
IDCJAC0011,84087,1974,02,23,,,
IDCJAC0011,84087,1974,02,24,,,
IDCJAC0011,84087,1974,02,25,,,
IDCJAC0011,84087,1974,02,26,,,
IDCJAC0011,84087,1974,02,27,,,
IDCJAC0011,84087,1974,02,28,,,
IDCJAC0011,84087,1974,03,01,,,
IDCJAC0011,84087,1974,03,02,,,
IDCJAC0011,84087,1974,03,03,,,
IDCJAC0011,84087,1974,03,04,,,
IDCJAC0011,84087,1974,03,05,,,
IDCJAC0011,84087,1974,03,06,,,
IDCJAC0011,84087,1974,03,07,,,
IDCJAC0011,84087,1974,03,08,,,
IDCJAC0011,84087,1974,03,09,,,
IDCJAC0011,84087,1974,03,10,,,
IDCJAC0011,84087,1974,03,11,,,
IDCJAC0011,84087,1974,03,12,,,
IDCJAC0011,84087,1974,03,13,,,
IDCJAC0011,84087,1974,03,14,,,
IDCJAC0011,84087,1974,03,15,,,
IDCJAC0011,84087,1974,03,16,,,
IDCJAC0011,84087,1974,03,17,,,
IDCJAC0011,84087,1974,03,18,,,
IDCJAC0011,84087,1974,03,19,,,
IDCJAC0011,84087,1974,03,20,,,
IDCJAC0011,84087,1974,03,21,,,
IDCJAC0011,84087,1974,03,22,,,
IDCJAC0011,84087,1974,03,23,,,
IDCJAC0011,84087,1974,03,24,,,
IDCJAC0011,84087,1974,03,25,,,
IDCJAC0011,84087,1974,03,26,,,
IDCJAC0011,84087,1974,03,27,,,
IDCJAC0011,84087,1974,03,28,,,
IDCJAC0011,84087,1974,03,29,,,
IDCJAC0011,84087,1974,03,30,,,
IDCJAC0011,84087,1974,03,31,,,
IDCJAC0011,84087,1974,04,01,11.6,,Y
IDCJAC0011,84087,1974,04,02,8.6,1,Y
IDCJAC0011,84087,1974,04,03,8.2,1,Y
IDCJAC0011,84087,1974,04,04,10.1,1,Y
IDCJAC0011,84087,1974,04,05,,,
IDCJAC0011,84087,1974,04,06,,,
IDCJAC0011,84087,1974,04,07,10.1,,Y
IDCJAC0011,84087,1974,04,08,12.9,1,Y
IDCJAC0011,84087,1974,04,09,12.6,1,Y
IDCJAC0011,84087,1974,04,10,13.4,1,Y
IDCJAC0011,84087,1974,04,11,14.6,1,Y
IDCJAC0011,84087,1974,04,12,14.6,1,Y
IDCJAC0011,84087,1974,04,13,11.7,1,Y
IDCJAC0011,84087,1974,04,14,8.7,1,Y
IDCJAC0011,84087,1974,04,15,6.0,1,Y
IDCJAC0011,84087,1974,04,16,7.1,1,Y
IDCJAC0011,84087,1974,04,17,5.5,1,Y
IDCJAC0011,84087,1974,04,18,5.5,1,Y
IDCJAC0011,84087,1974,04,19,12.0,1,Y
IDCJAC0011,84087,1974,04,20,11.0,1,Y
IDCJAC0011,84087,1974,04,21,10.3,1,Y
IDCJAC0011,84087,1974,04,22,11.6,1,Y
IDCJAC0011,84087,1974,04,23,11.1,1,Y
IDCJAC0011,84087,1974,04,24,11.5,1,Y
IDCJAC0011,84087,1974,04,25,12.5,1,Y
