Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,87038,1964,01,01,,,
IDCJAC0011,87038,1964,01,02,,,
IDCJAC0011,87038,1964,01,03,,,
IDCJAC0011,87038,1964,01,04,,,
IDCJAC0011,87038,1964,01,05,,,
IDCJAC0011,87038,1964,01,06,,,
IDCJAC0011,87038,1964,01,07,15.0,,Y
IDCJAC0011,87038,1964,01,08,15.4,1,Y
IDCJAC0011,87038,1964,01,09,14.4,1,Y
IDCJAC0011,87038,1964,01,10,10.2,1,Y
IDCJAC0011,87038,1964,01,11,12.8,1,Y
IDCJAC0011,87038,1964,01,12,,,
IDCJAC0011,87038,1964,01,13,26.1,,Y
IDCJAC0011,87038,1964,01,14,9.4,1,Y
IDCJAC0011,87038,1964,01,15,8.9,1,Y
IDCJAC0011,87038,1964,01,16,9.3,1,Y
IDCJAC0011,87038,1964,01,17,12.2,1,Y
IDCJAC0011,87038,1964,01,18,11.7,1,Y
IDCJAC0011,87038,1964,01,19,12.2,1,Y
IDCJAC0011,87038,1964,01,20,14.0,1,Y
IDCJAC0011,87038,1964,01,21,13.9,1,Y
IDCJAC0011,87038,1964,01,22,13.6,1,Y
IDCJAC0011,87038,1964,01,23,12.9,1,Y
IDCJAC0011,87038,1964,01,24,11.7,1,Y
IDCJAC0011,87038,1964,01,25,20.0,1,Y
IDCJAC0011,87038,1964,01,26,7.8,1,Y
IDCJAC0011,87038,1964,01,27,7.2,1,Y
IDCJAC0011,87038,1964,01,28,15.6,1,Y
IDCJAC0011,87038,1964,01,29,14.6,1,Y
IDCJAC0011,87038,1964,01,30,11.9,1,Y
IDCJAC0011,87038,1964,01,31,17.7,1,Y
IDCJAC0011,87038,1964,02,01,16.7,1,Y
IDCJAC0011,87038,1964,02,02,18.3,1,Y
IDCJAC0011,87038,1964,02,03,15.6,1,Y
IDCJAC0011,87038,1964,02,04,19.7,1,Y
IDCJAC0011,87038,1964,02,05,17.7,1,Y
IDCJAC0011,87038,1964,02,06,17.2,1,Y
IDCJAC0011,87038,1964,02,07,16.7,1,Y
IDCJAC0011,87038,1964,02,08,12.2,1,Y
IDCJAC0011,87038,1964,02,09,11.7,1,Y
IDCJAC0011,87038,1964,02,10,11.4,1,Y
IDCJAC0011,87038,1964,02,11,11.2,1,Y
IDCJAC0011,87038,1964,02,12,13.2,1,Y
IDCJAC0011,87038,1964,02,13,10.4,1,Y
IDCJAC0011,87038,1964,02,14,17.7,1,Y
IDCJAC0011,87038,1964,02,15,12.2,1,Y
IDCJAC0011,87038,1964,02,16,12.2,1,Y
IDCJAC0011,87038,1964,02,17,11.7,1,Y
IDCJAC0011,87038,1964,02,18,7.2,1,Y
IDCJAC0011,87038,1964,02,19,8.4,1,Y
IDCJAC0011,87038,1964,02,20,11.1,1,Y
IDCJAC0011,87038,1964,02,21,13.2,1,Y
IDCJAC0011,87038,1964,02,22,9.4,1,Y
IDCJAC0011,87038,1964,02,23,7.8,1,Y
IDCJAC0011,87038,1964,02,24,10.7,1,Y
IDCJAC0011,87038,1964,02,25,11.9,1,Y
IDCJAC0011,87038,1964,02,26,12.1,1,Y
IDCJAC0011,87038,1964,02,27,10.1,1,Y
IDCJAC0011,87038,1964,02,28,10.0,1,Y
IDCJAC0011,87038,1964,02,29,13.9,1,Y
IDCJAC0011,87038,1964,03,01,12.2,1,Y
IDCJAC0011,87038,1964,03,02,8.5,1,Y
IDCJAC0011,87038,1964,03,03,6.7,1,Y
IDCJAC0011,87038,1964,03,04,9.4,1,Y
