Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,80122,1899,01,01,,,
IDCJAC0009,80122,1899,01,02,,,
IDCJAC0009,80122,1899,01,03,,,
IDCJAC0009,80122,1899,01,04,,,
IDCJAC0009,80122,1899,01,05,,,
IDCJAC0009,80122,1899,01,06,,,
IDCJAC0009,80122,1899,01,07,,,
IDCJAC0009,80122,1899,01,08,,,
IDCJAC0009,80122,1899,01,09,,,
IDCJAC0009,80122,1899,01,10,,,
IDCJAC0009,80122,1899,01,11,,,
IDCJAC0009,80122,1899,01,12,,,
IDCJAC0009,80122,1899,01,13,,,
IDCJAC0009,80122,1899,01,14,,,
IDCJAC0009,80122,1899,01,15,,,
IDCJAC0009,80122,1899,01,16,,,
IDCJAC0009,80122,1899,01,17,,,
IDCJAC0009,80122,1899,01,18,,,
IDCJAC0009,80122,1899,01,19,,,
IDCJAC0009,80122,1899,01,20,,,
IDCJAC0009,80122,1899,01,21,,,
IDCJAC0009,80122,1899,01,22,,,
IDCJAC0009,80122,1899,01,23,,,
IDCJAC0009,80122,1899,01,24,,,
IDCJAC0009,80122,1899,01,25,,,
IDCJAC0009,80122,1899,01,26,,,
IDCJAC0009,80122,1899,01,27,,,
IDCJAC0009,80122,1899,01,28,,,
IDCJAC0009,80122,1899,01,29,,,
IDCJAC0009,80122,1899,01,30,,,
IDCJAC0009,80122,1899,01,31,,,
IDCJAC0009,80122,1899,02,01,,,
IDCJAC0009,80122,1899,02,02,,,
IDCJAC0009,80122,1899,02,03,,,
IDCJAC0009,80122,1899,02,04,,,
IDCJAC0009,80122,1899,02,05,,,
IDCJAC0009,80122,1899,02,06,,,
IDCJAC0009,80122,1899,02,07,,,
IDCJAC0009,80122,1899,02,08,,,
IDCJAC0009,80122,1899,02,09,,,
IDCJAC0009,80122,1899,02,10,,,
IDCJAC0009,80122,1899,02,11,,,
IDCJAC0009,80122,1899,02,12,,,
IDCJAC0009,80122,1899,02,13,,,
IDCJAC0009,80122,1899,02,14,,,
IDCJAC0009,80122,1899,02,15,,,
IDCJAC0009,80122,1899,02,16,,,
IDCJAC0009,80122,1899,02,17,,,
IDCJAC0009,80122,1899,02,18,,,
IDCJAC0009,80122,1899,02,19,,,
IDCJAC0009,80122,1899,02,20,,,
IDCJAC0009,80122,1899,02,21,,,
IDCJAC0009,80122,1899,02,22,,,
IDCJAC0009,80122,1899,02,23,,,
IDCJAC0009,80122,1899,02,24,,,
IDCJAC0009,80122,1899,02,25,,,
IDCJAC0009,80122,1899,02,26,,,
IDCJAC0009,80122,1899,02,27,,,
IDCJAC0009,80122,1899,02,28,,,
IDCJAC0009,80122,1899,03,01,,,
IDCJAC0009,80122,1899,03,02,,,
IDCJAC0009,80122,1899,03,03,,,
IDCJAC0009,80122,1899,03,04,,,
IDCJAC0009,80122,1899,03,05,,,
IDCJAC0009,80122,1899,03,06,,,
IDCJAC0009,80122,1899,03,07,,,
IDCJAC0009,80122,1899,03,08,,,
IDCJAC0009,80122,1899,03,09,,,
IDCJAC0009,80122,1899,03,10,,,
IDCJAC0009,80122,1899,03,11,,,
IDCJAC0009,80122,1899,03,12,,,
IDCJAC0009,80122,1899,03,13,,,
IDCJAC0009,80122,1899,03,14,,,
IDCJAC0009,80122,1899,03,15,,,
IDCJAC0009,80122,1899,03,16,,,
IDCJAC0009,80122,1899,03,17,,,
IDCJAC0009,80122,1899,03,18,0.0,,Y
IDCJAC0009,80122,1899,03,19,10.9,1,Y
IDCJAC0009,80122,1899,03,20,0.0,,Y
IDCJAC0009,80122,1899,03,21,0.0,,Y
IDCJAC0009,80122,1899,03,22,0.0,,Y
IDCJAC0009,80122,1899,03,23,0.0,,Y
IDCJAC0009,80122,1899,03,24,0.0,,Y
IDCJAC0009,80122,1899,03,25,0.0,,Y
IDCJAC0009,80122,1899,03,26,0.0,,Y
IDCJAC0009,80122,1899,03,27,0.0,,Y
IDCJAC0009,80122,1899,03,28,0.0,,Y
IDCJAC0009,80122,1899,03,29,0.0,,Y
IDCJAC0009,80122,1899,03,30,0.0,,Y
IDCJAC0009,80122,1899,03,31,0.0,,Y
IDCJAC0009,80122,1899,04,01,0.0,,Y
IDCJAC0009,80122,1899,04,02,1.8,1,Y
IDCJAC0009,80122,1899,04,03,0.0,,Y
IDCJAC0009,80122,1899,04,04,0.0,,Y
IDCJAC0009,80122,1899,04,05,0.0,,Y
IDCJAC0009,80122,1899,04,06,0.0,,Y
IDCJAC0009,80122,1899,04,07,0.0,,Y
IDCJAC0009,80122,1899,04,08,5.3,1,Y
IDCJAC0009,80122,1899,04,09,0.0,,Y
IDCJAC0009,80122,1899,04,10,0.0,,Y
IDCJAC0009,80122,1899,04,11,0.0,,Y
IDCJAC0009,80122,1899,04,12,0.0,,Y
IDCJAC0009,80122,1899,04,13,0.0,,Y
IDCJAC0009,80122,1899,04,14,0.0,,Y
IDCJAC0009,80122,1899,04,15,0.0,,Y
IDCJAC0009,80122,1899,04,16,0.0,,Y
IDCJAC0009,80122,1899,04,17,0.0,,Y
IDCJAC0009,80122,1899,04,18,0.0,,Y
IDCJAC0009,80122,1899,04,19,0.0,,Y
IDCJAC0009,80122,1899,04,20,0.0,,Y
IDCJAC0009,80122,1899,04,21,0.0,,Y
IDCJAC0009,80122,1899,04,22,0.0,,Y
