Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,80107,1943,01,01,,,
IDCJAC0009,80107,1943,01,02,,,
IDCJAC0009,80107,1943,01,03,,,
IDCJAC0009,80107,1943,01,04,,,
IDCJAC0009,80107,1943,01,05,,,
IDCJAC0009,80107,1943,01,06,,,
IDCJAC0009,80107,1943,01,07,,,
IDCJAC0009,80107,1943,01,08,,,
IDCJAC0009,80107,1943,01,09,,,
IDCJAC0009,80107,1943,01,10,,,
IDCJAC0009,80107,1943,01,11,,,
IDCJAC0009,80107,1943,01,12,,,
IDCJAC0009,80107,1943,01,13,,,
IDCJAC0009,80107,1943,01,14,,,
IDCJAC0009,80107,1943,01,15,,,
IDCJAC0009,80107,1943,01,16,,,
IDCJAC0009,80107,1943,01,17,,,
IDCJAC0009,80107,1943,01,18,,,
IDCJAC0009,80107,1943,01,19,,,
IDCJAC0009,80107,1943,01,20,,,
IDCJAC0009,80107,1943,01,21,,,
IDCJAC0009,80107,1943,01,22,,,
IDCJAC0009,80107,1943,01,23,,,
IDCJAC0009,80107,1943,01,24,,,
IDCJAC0009,80107,1943,01,25,,,
IDCJAC0009,80107,1943,01,26,,,
IDCJAC0009,80107,1943,01,27,,,
IDCJAC0009,80107,1943,01,28,,,
IDCJAC0009,80107,1943,01,29,,,
IDCJAC0009,80107,1943,01,30,,,
IDCJAC0009,80107,1943,01,31,,,
IDCJAC0009,80107,1943,02,01,,,
IDCJAC0009,80107,1943,02,02,,,
IDCJAC0009,80107,1943,02,03,,,
IDCJAC0009,80107,1943,02,04,,,
IDCJAC0009,80107,1943,02,05,,,
IDCJAC0009,80107,1943,02,06,,,
IDCJAC0009,80107,1943,02,07,,,
IDCJAC0009,80107,1943,02,08,,,
IDCJAC0009,80107,1943,02,09,,,
IDCJAC0009,80107,1943,02,10,,,
IDCJAC0009,80107,1943,02,11,,,
IDCJAC0009,80107,1943,02,12,,,
IDCJAC0009,80107,1943,02,13,,,
IDCJAC0009,80107,1943,02,14,,,
IDCJAC0009,80107,1943,02,15,,,
IDCJAC0009,80107,1943,02,16,,,
IDCJAC0009,80107,1943,02,17,,,
IDCJAC0009,80107,1943,02,18,,,
IDCJAC0009,80107,1943,02,19,,,
IDCJAC0009,80107,1943,02,20,,,
IDCJAC0009,80107,1943,02,21,,,
IDCJAC0009,80107,1943,02,22,,,
IDCJAC0009,80107,1943,02,23,,,
IDCJAC0009,80107,1943,02,24,,,
IDCJAC0009,80107,1943,02,25,,,
IDCJAC0009,80107,1943,02,26,,,
IDCJAC0009,80107,1943,02,27,,,
IDCJAC0009,80107,1943,02,28,,,
IDCJAC0009,80107,1943,03,01,,,
IDCJAC0009,80107,1943,03,02,,,
IDCJAC0009,80107,1943,03,03,,,
IDCJAC0009,80107,1943,03,04,,,
IDCJAC0009,80107,1943,03,05,,,
IDCJAC0009,80107,1943,03,06,,,
IDCJAC0009,80107,1943,03,07,,,
IDCJAC0009,80107,1943,03,08,,,
IDCJAC0009,80107,1943,03,09,,,
IDCJAC0009,80107,1943,03,10,,,
IDCJAC0009,80107,1943,03,11,,,
IDCJAC0009,80107,1943,03,12,,,
IDCJAC0009,80107,1943,03,13,,,
IDCJAC0009,80107,1943,03,14,,,
IDCJAC0009,80107,1943,03,15,,,
IDCJAC0009,80107,1943,03,16,,,
IDCJAC0009,80107,1943,03,17,,,
IDCJAC0009,80107,1943,03,18,,,
IDCJAC0009,80107,1943,03,19,,,
IDCJAC0009,80107,1943,03,20,,,
IDCJAC0009,80107,1943,03,21,,,
IDCJAC0009,80107,1943,03,22,,,
IDCJAC0009,80107,1943,03,23,,,
IDCJAC0009,80107,1943,03,24,,,
IDCJAC0009,80107,1943,03,25,,,
IDCJAC0009,80107,1943,03,26,,,
IDCJAC0009,80107,1943,03,27,,,
IDCJAC0009,80107,1943,03,28,,,
IDCJAC0009,80107,1943,03,29,,,
IDCJAC0009,80107,1943,03,30,,,
IDCJAC0009,80107,1943,03,31,,,
IDCJAC0009,80107,1943,04,01,,,
IDCJAC0009,80107,1943,04,02,,,
IDCJAC0009,80107,1943,04,03,,,
IDCJAC0009,80107,1943,04,04,,,
IDCJAC0009,80107,1943,04,05,,,
IDCJAC0009,80107,1943,04,06,,,
IDCJAC0009,80107,1943,04,07,,,
IDCJAC0009,80107,1943,04,08,,,
IDCJAC0009,80107,1943,04,09,,,
IDCJAC0009,80107,1943,04,10,,,
IDCJAC0009,80107,1943,04,11,,,
IDCJAC0009,80107,1943,04,12,,,
IDCJAC0009,80107,1943,04,13,,,
IDCJAC0009,80107,1943,04,14,,,
IDCJAC0009,80107,1943,04,15,,,
IDCJAC0009,80107,1943,04,16,,,
IDCJAC0009,80107,1943,04,17,,,
IDCJAC0009,80107,1943,04,18,,,
IDCJAC0009,80107,1943,04,19,,,
IDCJAC0009,80107,1943,04,20,,,
IDCJAC0009,80107,1943,04,21,,,
IDCJAC0009,80107,1943,04,22,,,
IDCJAC0009,80107,1943,04,23,,,
IDCJAC0009,80107,1943,04,24,,,
IDCJAC0009,80107,1943,04,25,,,
IDCJAC0009,80107,1943,04,26,,,
IDCJAC0009,80107,1943,04,27,,,
IDCJAC0009,80107,1943,04,28,,,
IDCJAC0009,80107,1943,04,29,,,
IDCJAC0009,80107,1943,04,30,,,
IDCJAC0009,80107,1943,05,01,,,
IDCJAC0009,80107,1943,05,02,,,
IDCJAC0009,80107,1943,05,03,,,
IDCJAC0009,80107,1943,05,04,,,
IDCJAC0009,80107,1943,05,05,,,
IDCJAC0009,80107,1943,05,06,,,
IDCJAC0009,80107,1943,05,07,,,
IDCJAC0009,80107,1943,05,08,,,
IDCJAC0009,80107,1943,05,09,,,
IDCJAC0009,80107,1943,05,10,,,
IDCJAC0009,80107,1943,05,11,,,
IDCJAC0009,80107,1943,05,12,,,
IDCJAC0009,80107,1943,05,13,,,
IDCJAC0009,80107,1943,05,14,,,
IDCJAC0009,80107,1943,05,15,,,
IDCJAC0009,80107,1943,05,16,,,
IDCJAC0009,80107,1943,05,17,,,
IDCJAC0009,80107,1943,05,18,,,
IDCJAC0009,80107,1943,05,19,,,
IDCJAC0009,80107,1943,05,20,,,
IDCJAC0009,80107,1943,05,21,,,
IDCJAC0009,80107,1943,05,22,,,
IDCJAC0009,80107,1943,05,23,,,
IDCJAC0009,80107,1943,05,24,,,
IDCJAC0009,80107,1943,05,25,,,
IDCJAC0009,80107,1943,05,26,,,
IDCJAC0009,80107,1943,05,27,,,
IDCJAC0009,80107,1943,05,28,,,
IDCJAC0009,80107,1943,05,29,,,
IDCJAC0009,80107,1943,05,30,,,
IDCJAC0009,80107,1943,05,31,,,
IDCJAC0009,80107,1943,06,01,,,
IDCJAC0009,80107,1943,06,02,,,
IDCJAC0009,80107,1943,06,03,,,
IDCJAC0009,80107,1943,06,04,,,
IDCJAC0009,80107,1943,06,05,,,
IDCJAC0009,80107,1943,06,06,,,
IDCJAC0009,80107,1943,06,07,,,
IDCJAC0009,80107,1943,06,08,,,
IDCJAC0009,80107,1943,06,09,,,
IDCJAC0009,80107,1943,06,10,,,
IDCJAC0009,80107,1943,06,11,,,
IDCJAC0009,80107,1943,06,12,,,
IDCJAC0009,80107,1943,06,13,,,
IDCJAC0009,80107,1943,06,14,,,
IDCJAC0009,80107,1943,06,15,,,
IDCJAC0009,80107,1943,06,16,,,
IDCJAC0009,80107,1943,06,17,,,
IDCJAC0009,80107,1943,06,18,,,
IDCJAC0009,80107,1943,06,19,,,
IDCJAC0009,80107,1943,06,20,,,
IDCJAC0009,80107,1943,06,21,,,
IDCJAC0009,80107,1943,06,22,,,
IDCJAC0009,80107,1943,06,23,,,
IDCJAC0009,80107,1943,06,24,,,
IDCJAC0009,80107,1943,06,25,,,
IDCJAC0009,80107,1943,06,26,,,
IDCJAC0009,80107,1943,06,27,,,
IDCJAC0009,80107,1943,06,28,,,
IDCJAC0009,80107,1943,06,29,,,
IDCJAC0009,80107,1943,06,30,,,
IDCJAC0009,80107,1943,07,01,,,
IDCJAC0009,80107,1943,07,02,,,
IDCJAC0009,80107,1943,07,03,,,
IDCJAC0009,80107,1943,07,04,,,
IDCJAC0009,80107,1943,07,05,,,
IDCJAC0009,80107,1943,07,06,,,
IDCJAC0009,80107,1943,07,07,,,
IDCJAC0009,80107,1943,07,08,,,
IDCJAC0009,80107,1943,07,09,,,
IDCJAC0009,80107,1943,07,10,,,
IDCJAC0009,80107,1943,07,11,,,
IDCJAC0009,80107,1943,07,12,,,
IDCJAC0009,80107,1943,07,13,,,
IDCJAC0009,80107,1943,07,14,,,
IDCJAC0009,80107,1943,07,15,,,
IDCJAC0009,80107,1943,07,16,,,
IDCJAC0009,80107,1943,07,17,,,
IDCJAC0009,80107,1943,07,18,,,
IDCJAC0009,80107,1943,07,19,,,
IDCJAC0009,80107,1943,07,20,,,
IDCJAC0009,80107,1943,07,21,,,
IDCJAC0009,80107,1943,07,22,,,
IDCJAC0009,80107,1943,07,23,,,
IDCJAC0009,80107,1943,07,24,,,
IDCJAC0009,80107,1943,07,25,,,
IDCJAC0009,80107,1943,07,26,,,
IDCJAC0009,80107,1943,07,27,,,
IDCJAC0009,80107,1943,07,28,,,
IDCJAC0009,80107,1943,07,29,,,
IDCJAC0009,80107,1943,07,30,,,
IDCJAC0009,80107,1943,07,31,,,
IDCJAC0009,80107,1943,08,01,,,
IDCJAC0009,80107,1943,08,02,,,
