title, Lat, Lon
 VEIT, -34.6333, 140.3667
 WYNA, -35.1333, 139.7333
 YURG, -35.1667, 140.0500
 BORR, -35.0333, 140.0500
 PEEB, -34.9295, 140.9113
 LOXT, -34.4933, 140.3017
 PERP, -34.9732, 139.8071
 SHEP, -34.4500, 139.9667
 BOW , -34.9000, 139.6167
 KALY, -34.9333, 139.8333
 MANT, -34.6000, 140.2000
 PATA, -34.5667, 140.5333
 WILP, -34.6333, 140.5000
 MARA, -35.1732, 140.1818
 ALAW, -34.9500, 140.4167
 LOXT, -34.7797, 140.2733
 VEIT, -34.6667, 140.5000
 KULK, -35.1527, 140.2881
 SHER, -35.3206, 139.7986
 WYNA, -35.1522, 139.7156
 LOWA, -35.0459, 139.9791
 BOWH, -34.8941, 139.6768
 PATA, -34.5922, 140.5789
 SHER, -35.2440, 139.8261
 WYNA, -35.0667, 139.7500
 NEW , -34.4595, 139.8922
 MANT, -34.5333, 140.1500
 PINN, -35.0662, 140.8560
 BORR, -35.1167, 140.1833
 MERI, -34.7276, 140.8569
 SHER, -35.2500, 139.7617
 CALI, -34.6345, 140.2432
 MANT, -34.5862, 140.0779
 SWAN, -34.5500, 139.7500
 NETH, -34.6000, 139.7667
 LAME, -35.2069, 140.3589
 PINN, -35.2333, 140.9333
 BLAN, -34.4177, 139.7822
 COPE, -34.7960, 139.8930
 SAND, -34.9999, 140.1727
 ALAW, -34.7313, 140.5036
 BORD, -36.1270, 140.7069
 BORD, -36.3125, 140.7718
 COOK, -35.3790, 139.5617
 COOM, -35.4688, 139.6961
 COON, -35.6929, 139.8522
 BORD, -36.3293, 140.7112
 GERA, -35.3800, 140.1588
 KEIT, -36.0980, 140.3556
 COOM, -35.5217, 139.5133
 LAME, -35.3288, 140.5175
 MUND, -36.3667, 140.7000
 NETH, -35.4922, 139.9419
 PARR, -35.3805, 140.2519
 PEAK, -35.3627, 139.9503
 TINT, -35.8836, 140.0564
 NETH, -35.5163, 139.9521
 KEIT, -36.0617, 140.5500
 WILK, -35.3500, 140.3500
 WIRR, -36.1821, 140.5720
 WOLS, -36.3654, 140.9096
 CULB, -35.8000, 140.0333
 DAND, -35.9667, 140.1667
 KONG, -36.2667, 140.4500
 MENI, -35.8597, 139.5599
 BORD, -35.9497, 140.7833
 BORD, -36.1881, 140.7999
 TINT, -35.9711, 139.8400
 COON, -35.7118, 139.6402
 BORD, -36.0833, 140.8500
 MENI, -35.8095, 139.4747
 KIKI, -35.5833, 139.8000
 WOOD, -35.9833, 139.5333
 KIKI, -35.5667, 139.6667
 CANN, -36.2833, 140.6667
 PINN, -35.2333, 140.9333
 NALA, -36.3833, 140.7500
 BORD, -36.3000, 140.7667
 SALT, -36.1333, 139.6667
 WIRR, -36.1519, 140.5473
 WILK, -35.4143, 140.3590
 LAME, -35.2083, 140.3589
 KEIT, -36.0371, 140.5841
 LAME, -35.3864, 140.6137
 KI K, -35.5504, 139.8654
 BORD, -36.2333, 140.6667
 BORD, -36.0833, 140.8000
 TINT, -35.9899, 139.9685
 PEAK, -35.3139, 140.0358
 CULB, -35.8381, 139.8991
 KEIT, -36.1167, 140.3667
 BORD, -36.4049, 140.8181
 COON, -35.7360, 139.9581
 COOM, -35.9833, 140.2500
 BORD, -36.3194, 140.6686
 KIRR, -35.7681, 140.8911
 COOK, -35.5442, 139.4717
 MENI, -35.6969, 139.4943
 KEIT, -36.1058, 140.3273
 NETH, -35.4693, 139.9453
 PATA, -34.5934, 140.5213
 BORD, -36.3098, 140.7400
 WOLS, -36.3994, 140.8424
 LAME, -35.3778, 140.5378
 MOUN, -36.0240, 139.9534
 SHAU, -35.8429, 140.8184
 BEAC, -37.4861, 140.0115
 BONL, -37.4167, 140.7500
 BOOL, -37.1333, 140.7167
 CALL, -37.2454, 140.4340
 CAPE, -36.9706, 139.7100
 CAPE, -38.0573, 140.6725
 PENO, -37.2583, 140.9683
 FRAN, -36.7124, 140.9552
 FURN, -37.4167, 140.3333
 KALA, -37.5659, 140.6955
 KING, -36.7096, 140.1623
 KEPP, -36.7000, 140.5833
 KING, -36.8309, 139.8526
 KYBY, -36.8803, 140.9286
 LAKE, -37.6051, 140.5793
 NARA, -36.8297, 140.5328
 LUCI, -36.9731, 140.3664
 PADT, -36.5010, 140.3835
 MILL, -37.5872, 140.3426
 MOUN, -37.5575, 140.4197
 MOUN, -37.8333, 140.7833
 MOUN, -37.7473, 140.7739
 MOUN, -37.5500, 140.5500
 NARA, -36.9564, 140.7402
 NARA, -37.0333, 140.8000
 PENO, -37.3803, 140.8379
 ROBE, -37.1628, 139.7560
 TANT, -37.6957, 140.4601
 FRAN, -36.6833, 140.8167
 KERC, -36.4167, 139.9000
 BISC, -37.0153, 139.9612
 KONG, -37.9000, 140.5500
 TARA, -36.6000, 139.9500
 CANT, -36.3167, 139.7167
 COMA, -37.2008, 140.9136
 NOOL, -36.9994, 139.7994
 PENO, -37.4886, 140.8269
 BORD, -36.5822, 140.7293
 PADT, -36.6000, 140.5000
 CONM, -37.0833, 140.0833
 CROW, -37.0833, 140.2833
 MYOR, -37.8167, 140.9333
 NETL, -37.1000, 140.8000
 TARL, -37.0833, 140.6500
 CAPE, -36.9500, 139.5833
 COON, -37.3000, 140.8333
 MORA, -36.7833, 140.5833
 GLEN, -37.7000, 140.6167
 BEAC, -37.5000, 140.0167
 POLI, -36.0582, 139.5913
 BEAC, -37.3981, 140.1264
 KING, -36.4667, 139.9167
 COOR, -36.3333, 139.7667
 AVEN, -36.9989, 140.1900
 KING, -36.7875, 140.0894
 FRAN, -36.7000, 140.7333
 NARA, -36.6833, 140.5333
 FURN, -37.4306, 140.4667
 BORD, -36.6064, 140.7118
 PENO, -37.1783, 140.4589
 GLEN, -37.6833, 140.6167
 PENO, -37.3667, 140.5500
 NARA, -36.9229, 140.5809
 PADT, -36.5667, 140.5500
 TARP, -37.6333, 140.8167
 SALT, -36.2789, 139.8426
 WILL, -36.4500, 140.2833
 MOUN, -37.9594, 140.7703
 KILL, -37.2167, 140.7500
 LUCI, -36.8073, 140.3870
 KONE, -37.2667, 140.1167
 GREE, -37.2068, 140.1609
 BEAC, -37.3000, 140.0667
 LAKE, -37.2167, 140.0000
 CARO, -37.9167, 140.8500
 WRAT, -37.1428, 140.9498
 TARP, -37.6397, 140.8586
 PENO, -37.3311, 140.6978
 AVEN, -36.9421, 140.2363
 NARA, -37.0467, 140.9260
 MILL, -37.4833, 140.4500
 CARO, -37.9667, 140.8500
 STRU, -37.0951, 140.7911
 SALT, -36.2333, 139.8491
 SALT, -36.1392, 139.8814
 MOUN, -37.8457, 140.7686
 FURN, -37.3797, 140.3294
 PENO, -37.2633, 140.6800
 WILL, -36.4006, 140.2698
 PADT, -36.5958, 140.4864
 ALLE, -38.0042, 140.7078
 COON, -37.2906, 140.8254
 BOOL, -37.1072, 140.7242
 MOUN, -37.6039, 140.4811
 REED, -36.9563, 139.9947
 CAPE, -36.9655, 139.7164
 PENO, -37.3162, 140.6992
 PENO, -37.3932, 140.6782
 NANG, -37.5422, 140.8137
 NARA, -36.9813, 140.7270
 PADT, -36.6539, 140.5212
 FURN, -37.4003, 140.3351
 MOUN, -37.8221, 140.7593
 BOOL, -37.1340, 140.7273
 NARA, -36.8465, 140.5592
 ROBE, -37.1776, 139.8054
 ROBE, -37.1039, 140.0958
 WILL, -36.4370, 140.3356
 LAKE, -37.3822, 139.9450
 KING, -36.7746, 140.0222
 PELI, -37.9229, 140.4220
 MAGP, -37.2850, 140.6927
 KALA, -37.5354, 140.6332
 GREE, -37.2497, 140.1732
 PADT, -36.6290, 140.5081
 MOUN, -37.7473, 140.7739
 AURU, -13.3539, 141.7208
 BADU, -10.0000, 142.1667
 BOIG, -9.2333, 142.2167
 BOOB, -10.6058, 141.9142
 CAPE, -10.7000, 142.5333
 COEN, -13.9447, 143.2006
 COEN, -13.7642, 143.1178
 COWE, -10.9000, 142.3167
 DARN, -9.6000, 143.7000
 DAUA, -9.4000, 142.5500
 GOOD, -10.5667, 142.1500
 MABU, -9.9833, 143.2000
 OLD , -12.0161, 141.9000
 MCDO, -11.5500, 142.4667
 MEIN, -13.1833, 142.8000
 MORE, -12.4536, 142.6389
 MURR, -9.9167, 144.0333
 NAGH, -10.2500, 142.4833
 SAIB, -9.4000, 142.7000
 MOA , -10.1833, 142.3333
 STEP, -9.5000, 143.5333
 THUR, -10.5831, 142.2203
 THUR, -10.5853, 142.2100
 WEIP, -12.7000, 142.1000
 WENL, -13.0833, 142.9500
 YAM , -9.9000, 142.7833
 YORK, -9.7500, 143.4167
 HORN, -10.5906, 142.2878
 YARR, -14.3167, 143.3000
 WEIP, -12.6850, 141.8917
 ELIO, -11.4011, 142.4092
 BAMA, -10.8969, 142.3844
 STRA, -14.4783, 142.8264
 TURT, -10.9500, 142.7000
 BATA, -12.6616, 142.6708
 SOME, -10.7500, 142.6000
 THUR, -10.5833, 142.2167
 PEAK, -10.7167, 142.4333
 HIGH, -16.4231, 143.1456
 STRA, -14.8856, 142.8019
 PERE, -13.7000, 141.5500
 GLEN, -14.8500, 143.2667
 WEIP, -12.6267, 141.8836
 MERI, -13.7458, 142.4275
 MERL, -13.0633, 142.4481
 WEIP, -12.6778, 141.9208
 DIXI, -15.1139, 143.3100
 WATT, -12.5500, 143.1667
 INJI, -10.9428, 142.4508
 ROKE, -13.6578, 142.6689
 HEAT, -11.7508, 142.5822
 ORON, -15.4167, 142.9000
 PROU, -10.5333, 141.4500
 WEIP, -12.6792, 141.9236
 COCO, -10.0511, 143.0686
 STRA, -14.8772, 142.9644
 WOLV, -13.3181, 142.8911
 SCHE, -12.6550, 142.0333
 HORN, -10.5844, 142.2900
 NAPR, -12.6858, 141.8842
 STRA, -14.7947, 142.4333
 SOUT, -14.5181, 142.0389
 PUNS, -10.7196, 142.4585
 ARCH, -13.4381, 142.9417
 PICC, -13.1325, 142.7872
 ELY , -12.4753, 141.9147
 SUDL, -12.7075, 142.3608
 KEND, -13.7464, 142.1419
 WATH, -13.7119, 141.5547
 BALU, -14.9406, 142.3431
 WARR, -10.2083, 142.8222
 SKAR, -11.8517, 142.0356
 BRAM, -12.0933, 142.5589
 COEN, -13.7606, 143.1183
 ALBA, -10.7325, 142.6000
 SCHE, -12.6167, 142.0869
 JARD, -11.1033, 142.2831
 WEIP, -12.6664, 141.9247
 WEIP, -12.6778, 141.9208
 LAUR, -15.5581, 144.4453
 LOCK, -12.9833, 143.5000
 MAYT, -16.0500, 144.3000
 MUNG, -17.1000, 144.3833
 PALM, -15.9999, 144.0754
 KING, -15.8842, 143.5125
 WALS, -16.6833, 143.9000
 MUSG, -14.7803, 143.5036
 LOCK, -12.7850, 143.3047
 ROOK, -17.0472, 144.3489
 FAIR, -15.4992, 144.2816
 KALP, -14.8869, 144.2169
 KOOL, -15.3167, 143.9558
 MAIT, -16.2217, 144.7081
 LILY, -14.4894, 143.6775
 WROT, -16.6622, 143.9969
 MARY, -15.0439, 143.7614
 SILV, -13.9772, 143.5500
 KALI, -15.1994, 143.8556
 REST, -12.6175, 143.4475
 MOUN, -16.3772, 143.9844
 CROC, -15.7167, 144.6667
 GAMB, -16.5419, 143.6694
 LAKE, -14.9258, 144.1994
 BIZA, -14.7364, 144.1175
 PINN, -15.6867, 143.5633
 KILL, -15.4258, 143.4947
 KIMB, -15.6119, 143.4786
 BULI, -16.8717, 143.4733
 BATH, -14.4000, 144.2167
 ST G, -15.5667, 144.0167
 VIOL, -14.7317, 143.5864
 NYCH, -16.8339, 144.4217
 FAIR, -15.7453, 144.0450
 MELS, -15.2417, 144.8108
 LOTU, -14.7117, 143.7303
 HICK, -11.9833, 143.2500
 ALMO, -18.2952, 139.2828
 AUGU, -18.5447, 139.8706
 ARIZ, -19.5319, 141.3531
 AUCK, -20.2500, 141.7667
 BURK, -17.7425, 139.5475
 BUND, -20.0744, 142.2089
 CABA, -20.1833, 141.4500
 CANO, -19.4764, 140.9317
 CLON, -20.7087, 140.5182
 CLON, -20.6717, 140.5083
 CONS, -20.2667, 141.6167
 CROW, -20.1669, 141.8514
 CROY, -18.2044, 142.2447
 DONO, -18.7139, 140.5472
 DUNB, -16.0414, 142.3786
 EDDI, -20.6528, 141.5486
 ESME, -18.8525, 142.5742
 EULO, -21.2333, 141.5500
 EUTH, -20.0500, 142.3167
 GILB, -18.1500, 142.8500
 GILL, -20.7000, 141.5000
 GLEN, -17.3667, 141.5000
 GRAN, -20.0919, 140.3675
 IFFL, -18.8702, 141.2075
 CHAD, -18.1333, 142.8500
 JULI, -20.6569, 141.7458
 KAJA, -20.0303, 140.0378
 KAMI, -19.3600, 140.0414
 KARU, -17.4553, 140.8314
 KOOL, -15.8931, 142.4439
 LAND, -20.4247, 141.4047
 LAWN, -18.5806, 138.5811
 LORR, -19.0067, 139.8961
 MACA, -16.6500, 141.4500
 MCKI, -21.2718, 141.2886
 MILG, -18.2050, 140.8867
 MILL, -19.8581, 141.5567
 MIRA, -17.3297, 141.8797
 KOWA, -15.4818, 141.7483
 MORN, -16.6640, 139.1837
 MORS, -19.5261, 138.3664
 NORM, -17.6706, 141.0672
 OORI, -20.7000, 141.0667
 OXTO, -20.5500, 141.9333
 PROS, -18.9167, 142.2500
 STRA, -17.8619, 142.5603
 BLAC, -17.9408, 141.7550
 UNDI, -19.6241, 138.6387
 VANR, -16.9683, 141.9547
 WERR, -20.4436, 141.4553
 WOND, -18.5736, 140.8972
 ZONI, -20.0158, 141.9050
 PORM, -14.8989, 141.6192
 DORA, -19.4667, 141.2667
 INOR, -18.2092, 142.6575
 LYRI, -19.4667, 141.2167
 MILG, -21.4333, 141.4167
 STIR, -17.1833, 141.7108
 JULI, -20.6672, 141.7214
 BANG, -18.5333, 140.6500
 CORI, -17.8833, 138.5833
 HERB, -18.9519, 138.0530
 WURU, -19.2500, 140.6333
 NORM, -17.6872, 141.0733
 PICK, -20.3167, 139.7500
 NARD, -18.7881, 139.7119
 RIVE, -19.0284, 138.7400
 GILB, -18.1833, 142.8667
 PUNJ, -18.1689, 139.1381
 WEST, -17.3383, 138.2508
 GREE, -18.0500, 142.0000
 FLOR, -18.2281, 139.8739
 KARU, -17.4667, 140.8333
 NORM, -17.6833, 141.0833
 WALL, -17.9667, 142.3333
 FORT, -20.4744, 140.5825
 MAGO, -17.7792, 140.8794
 BURK, -17.7483, 139.5356
 COTS, -20.2508, 140.6550
 KARU, -17.4833, 140.8333
 NORF, -19.3142, 138.3322
 GREG, -18.5030, 139.2903
 MITT, -18.3883, 142.2586
 ARMR, -17.6595, 139.7565
 CLEA, -19.1000, 140.8833
 INKE, -16.2333, 141.4167
 COWA, -18.9611, 140.5386
 GREG, -18.6500, 139.2500
 DIPV, -20.3667, 140.2833
 CLON, -20.1412, 140.6808
 TOOR, -21.0344, 141.8008
 COOL, -19.8253, 140.1608
 BRIN, -19.8392, 140.9336
 DOOM, -17.9431, 138.8219
 MAMM, -19.6881, 139.3661
 GLEN, -17.8667, 141.1167
 ALEH, -18.3078, 142.3558
 DONA, -20.1000, 140.6333
 PENO, -21.5169, 141.4478
 DALG, -20.1236, 141.3186
 GREG, -18.6419, 139.2516
 LAYC, -18.2167, 142.3833
 LAYC, -18.2500, 142.3833
 LAYC, -18.2833, 142.4167
 CORE, -20.4833, 140.3167
 CARS, -20.5022, 140.3165
 JULI, -20.1167, 139.7250
 JULI, -20.3000, 139.5833
 JULI, -20.1661, 139.7328
 JULI, -20.3833, 139.5167
 RUTL, -15.6386, 141.8228
 DELT, -16.9933, 141.3161
 LADY, -19.6667, 139.0500
 GUM , -18.0697, 141.6253
 MALP, -19.6028, 142.2394
 WATE, -15.8333, 141.4167
 STRA, -21.2333, 141.1167
 INVE, -18.0000, 140.5667
 CALT, -20.1444, 139.4142
 MARY, -20.7333, 140.0000
 SELW, -21.5333, 140.5000
 WEST, -20.5958, 139.6939
 KURI, -21.2833, 140.5000
 LAKE, -20.5833, 139.5767
 MALB, -21.0667, 140.3000
 MOUN, -20.7333, 139.4833
 MOUN, -20.7361, 139.4817
 MOUN, -20.6778, 139.4875
 MOUN, -20.7822, 139.4883
 DEVO, -21.2150, 140.2333
 MIM , -20.9542, 139.5861
 GERE, -20.0200, 139.8433
 MANF, -20.1400, 141.4300
 BLAC, -21.0650, 140.0906
 GLEN, -21.2739, 140.8067
 GARO, -20.7000, 141.8833
 FARL, -21.3661, 140.4986
 NUMI, -19.6661, 141.3961
 HIGH, -20.9167, 139.9500
 SWEE, -17.1142, 139.5981
 CLON, -21.1000, 140.3167
 CLON, -20.6664, 140.5050
 SAXB, -19.4567, 141.2083
 CLON, -20.7033, 140.4900
 KESW, -20.4350, 141.5481
 SAXB, -20.0333, 142.2167
 CLON, -19.4833, 140.9500
 WALK, -18.1650, 140.8597
 MCAL, -18.2431, 140.5283
 BURK, -17.7500, 139.5500
 MALV, -20.8422, 141.4292
 KARU, -17.4833, 140.8367
 BOOD, -18.7029, 138.4852
 BLUE, -18.0722, 138.9322
 YAPP, -18.4306, 141.2686
 NORM, -17.6667, 141.0867
 MUND, -19.2247, 141.6397
 BURK, -17.7561, 139.5283
 DOOM, -17.9317, 138.8147
 ESCO, -17.7999, 139.3605
 VIOL, -20.2350, 141.2933
 BRIG, -21.0733, 140.2814
 MOUN, -20.6786, 139.4831
 KING, -17.8684, 138.2856
 BOWT, -18.0985, 138.3035
 GREG, -18.6517, 139.2539
 RIVE, -18.9703, 138.8033
 CENT, -18.7569, 138.7056
 DORU, -16.5556, 141.8286
 LOTU, -17.0458, 141.3783
 BEAM, -17.8999, 139.3250
 LAKE, -20.1306, 139.7187
 LADY, -19.9035, 139.1084
 LONG, -20.8606, 141.0650
 EDWA, -14.7328, 141.5692
 MOUN, -20.7114, 139.5553
 LAKE, -20.1167, 139.7256
 MORN, -16.6620, 139.1655
 MOUN, -20.6778, 139.4875
 ABIN, -17.6083, 143.1792
 AFTO, -21.0000, 144.0000
 BURL, -17.8131, 144.3989
 ALDE, -20.6000, 144.0000
 ARJU, -21.0167, 143.4000
 BLUF, -19.6833, 145.5333
 BORE, -20.6694, 143.7375
 CAMB, -20.4333, 142.9667
 CARP, -18.7194, 144.3181
 CARG, -20.0078, 144.8992
 DUTT, -20.4319, 143.8628
 CHUD, -19.7000, 144.1167
 CLUT, -20.3667, 142.5167
 CUMB, -18.3000, 143.4000
 EINA, -18.5189, 144.0914
 ESSE, -21.1231, 143.0389
 EWAN, -21.2667, 144.8333
 FIGT, -19.8167, 144.4833
 GEOR, -18.2922, 143.5483
 GILB, -19.2611, 143.6861
 GLEN, -21.2333, 141.8942
 GLEN, -20.7389, 144.4853
 HUGH, -20.8192, 144.2333
 HOME, -20.3617, 145.6553
 HUGH, -20.8447, 144.1986
 HUGH, -20.8527, 144.2261
 KENM, -20.4514, 143.2292
 KIDS, -18.8756, 144.1433
 KILL, -21.1833, 143.7167
 LAMM, -21.2833, 144.6333
 LYND, -19.2039, 144.3700
 MARA, -20.8667, 143.5667
 MARY, -19.5458, 145.2533
 MAXW, -20.7192, 142.6806
 MERL, -21.1167, 144.8103
 MOSE, -20.8633, 143.3050
 MOUN, -18.1472, 144.3183
 NELI, -20.1550, 142.2139
 NOND, -20.6744, 142.4931
 OAK , -19.2544, 144.1536
 PENT, -20.5236, 145.3989
 THE , -20.8708, 144.6000
 PRES, -18.2786, 143.2242
 PROA, -20.8944, 142.1436
 REDA, -20.5667, 143.1167
 RICH, -20.7289, 143.1425
 ROSE, -18.4222, 144.4625
 SAXB, -20.0356, 142.4914
 SPRI, -18.6242, 144.5739
 STAM, -21.2678, 143.8092
 TARB, -21.1000, 142.5000
 TORR, -20.7691, 145.0211
 WAND, -19.6733, 144.8900
 WARR, -20.6500, 145.2900
 WILB, -20.8133, 143.2328
 FORS, -18.5883, 143.6017
 WOOL, -19.8000, 143.3000
 ZARA, -21.2139, 144.3644
 WOGA, -21.1117, 144.9306
 CHEV, -19.6333, 144.1500
 ORTO, -19.2000, 143.5000
 CONJ, -18.6836, 144.7446
 GLEN, -20.1000, 142.5000
 BURL, -20.3000, 143.1000
 REDC, -21.0167, 144.3833
 BOON, -21.0000, 142.4000
 BELF, -21.2333, 142.3333
 ELDO, -21.2500, 143.9000
 OAK , -19.4642, 144.3189
 WYAN, -18.7667, 144.8500
 FORE, -18.2422, 143.0322
 SPRI, -20.5856, 143.9747
 LOW , -20.0969, 144.9875
 VAN , -17.8500, 143.7028
 ARTE, -20.4775, 142.6250
 SOLW, -20.0950, 142.6931
 COAL, -20.2167, 143.4000
 MOUN, -20.1167, 144.5333
 DENB, -20.5525, 144.0367
 CHEL, -21.0500, 144.9500
 MOLE, -20.6500, 142.6167
 BURL, -20.2631, 143.1097
 GREG, -19.7037, 144.3775
 TOOM, -19.9711, 145.5850
 BOLW, -17.3908, 144.1811
 CASS, -21.2667, 143.0167
 IONA, -19.1833, 143.5167
 TATE, -17.4000, 144.2000
 WERR, -19.3769, 144.1156
 MERR, -20.9072, 142.8000
 BAGS, -19.1964, 144.0014
 IRON, -18.0808, 143.4622
 CLAR, -21.2667, 142.2167
 ELLE, -19.9217, 144.9583
 MILR, -20.6914, 145.6994
 TOWR, -20.3833, 143.2333
 PATR, -20.9167, 143.0167
 REVE, -20.6167, 143.2333
 KANG, -19.6625, 145.2836
 REED, -19.9683, 144.6883
 ACTI, -20.5167, 143.2833
 ROKE, -20.7500, 143.9500
 MOUN, -18.1778, 143.3622
 EVEL, -18.2225, 143.9697
 AGAT, -19.0425, 143.6333
 EDEN, -17.8833, 143.2333
 THE , -18.9372, 144.4906
 ROBI, -18.8383, 143.7086
 LANG, -18.4333, 142.9833
 HUON, -18.1144, 143.2861
 LORN, -18.4500, 143.5333
 ROUT, -18.3167, 143.6667
 NORT, -18.8242, 143.2531
 BLAC, -19.5375, 144.2050
 WELF, -19.0167, 143.9333
 LUCK, -19.0550, 144.9594
 WHIT, -18.1186, 144.5539
 GLEN, -20.5333, 145.5333
 HUGH, -20.8450, 144.1867
 FOG , -19.2500, 143.0667
 AGAT, -18.0333, 143.5333
 AGAT, -18.9667, 143.5000
 AGAT, -18.9833, 143.5833
 MARA, -20.8217, 143.5767
 GEOR, -18.3039, 143.5306
 WATT, -21.0167, 144.0500
 JUNC, -18.2667, 144.4000
 WOOD, -20.9942, 144.6433
 CARN, -21.1372, 142.4544
 NIAL, -19.4231, 145.3100
 SOUT, -19.8900, 145.6125
 GAIN, -19.8167, 146.0333
 FLET, -19.8019, 145.8592
 KYNU, -21.5778, 141.9189
 TORR, -20.7833, 145.0000
 BUND, -20.7833, 142.5000
 LONG, -20.9481, 145.8917
 HILL, -19.6347, 145.7886
 STRA, -20.2106, 144.6772
 SHER, -20.4500, 143.4167
 CHIL, -17.1536, 144.5236
 NEWB, -19.7600, 144.7817
 QUAM, -21.2000, 142.1667
 SODA, -20.6350, 144.0114
 PLAI, -21.4014, 142.6167
 CLAR, -19.7533, 144.5181
 RICH, -20.7011, 143.1353
 COBB, -18.7953, 143.4231
 EMU , -19.7008, 145.6564
 HILL, -21.0442, 144.0992
 BELL, -19.3833, 143.1667
 BOON, -20.3600, 144.3400
 DUNL, -20.8731, 143.8556
 WELC, -19.0142, 144.6475
 YARA, -18.2253, 144.6719
 MT P, -20.3044, 144.2453
 LOLW, -20.1808, 145.0131
 RIVE, -18.2817, 143.1828
 GREE, -18.4564, 143.2986
 HULB, -20.6433, 142.6233
 GREE, -19.0000, 144.9769
 RICH, -20.7001, 143.1137
 KIDS, -18.8751, 144.1687
 GREE, -18.9976, 144.9959
 RICH, -20.7518, 143.1414
 ALOO, -17.1000, 145.8167
 ARCH, -15.6000, 145.3333
 ATHE, -17.2667, 145.4833
 AYTO, -15.9167, 145.3500
 BABI, -17.3436, 145.9217
 BARR, -17.2167, 145.6167
 SEVE, -17.2167, 145.6667
 BIG , -15.7167, 145.2833
 BIBO, -16.8922, 145.4192
 BUTC, -15.8472, 144.8753
 CAIR, -16.9333, 145.7833
 CAIR, -16.8736, 145.7458
 CAPE, -16.0969, 145.4575
 CHEW, -17.0833, 145.3667
 WOND, -17.4075, 145.4369
 CLOH, -16.9122, 145.8956
 COOK, -15.4633, 145.2500
 COOK, -15.4486, 145.1861
 RAVE, -17.6658, 145.4358
 DAIN, -16.3000, 145.3000
 DANB, -17.1600, 145.6250
 DEER, -17.2084, 145.9088
 DIMB, -17.1492, 145.1086
 NORT, -17.0086, 145.1683
 EVEL, -17.5350, 145.4822
 GADG, -17.3000, 145.7000
 GLEN, -16.9500, 145.8000
 GREE, -16.7592, 145.9711
 HAMB, -17.0192, 145.7233
 HERB, -17.3803, 145.3884
 HOPE, -15.2939, 145.1075
 JUJU, -17.5000, 145.5000
 IRVI, -17.4311, 145.2028
 JULA, -16.5978, 145.3631
 KAIR, -17.2186, 145.5650
 KOAH, -16.8422, 145.5228
 KURA, -16.8178, 145.6383
 LOW , -16.3842, 145.5592
 MALA, -17.3533, 145.5919
 MARE, -17.0167, 145.4167
 MERI, -17.0692, 145.7742
 ROCK, -16.4000, 145.3500
 MILL, -17.5100, 145.6100
 MOUN, -16.6750, 145.3294
 MOSS, -16.4586, 145.3795
 MOSS, -16.4617, 145.3750
 MT G, -17.6770, 145.1150
 MOUN, -16.8667, 144.8833
 MOWB, -16.5667, 145.4667
 MULG, -17.0928, 145.7906
 PEER, -17.3119, 145.6217
 PETF, -17.3442, 144.9306
 PORT, -16.4833, 145.4639
 RAVE, -17.6069, 145.4811
 SHOT, -17.6167, 145.5500
 MOSS, -16.4725, 145.3747
 THE , -16.9667, 145.3167
 TOLG, -17.2236, 145.4794
 TOPA, -17.4000, 145.7000
 TYRC, -16.9000, 145.0167
 EAST, -17.3167, 145.5000
 WALK, -17.1333, 145.4333
 WHYA, -16.3906, 145.3511
 MT S, -16.9958, 145.7367
 YARR, -16.9083, 145.8886
 YUNG, -17.2637, 145.5895
 MARE, -16.9950, 145.4253
 WEST, -17.3333, 145.4167
 BAIL, -16.1167, 145.4500
 INNO, -17.6697, 145.2414
 KOWR, -16.8000, 145.5667
 MACH, -16.8500, 145.7500
 COOK, -15.1000, 145.0833
 MOUN, -15.0833, 145.1333
 ROSS, -15.7500, 145.2833
 TINA, -17.1694, 145.5481
 PARA, -17.1467, 145.2400
 NEWE, -17.4650, 145.2767
 VINE, -17.6833, 145.5333
 NYMP, -17.5429, 145.5149
 MUTC, -17.1333, 145.2167
 BELL, -17.2900, 145.9222
 KURA, -16.7589, 145.6147
 KOOM, -17.8400, 145.5956
 FITZ, -16.9267, 146.0033
 KARE, -17.7667, 145.5778
 SUNN, -17.4000, 144.8833
 BABI, -17.3500, 145.9000
 ATHE, -17.2667, 145.4667
 GORD, -17.0933, 145.7867
 TRIN, -16.7850, 145.6983
 KAME, -16.8833, 145.7000
 KABA, -17.5000, 145.5000
 HARV, -17.2667, 145.9333
 GRAS, -15.4667, 145.2500
 THOR, -16.9500, 145.0000
 GLEN, -17.6167, 145.5000
 SPRI, -17.2000, 145.5000
 GOUR, -17.3833, 145.7833
 STRA, -17.0167, 145.3667
 EVEL, -17.5000, 145.4500
 GLEN, -15.1000, 145.0833
 DAIN, -16.1939, 145.4061
 GUNN, -17.9467, 145.1617
 MT S, -17.1644, 145.8783
 NOAH, -16.1500, 145.4333
 WUJA, -15.9458, 145.3200
 MOUN, -15.4211, 145.0622
 WALK, -17.1347, 145.4281
 COPP, -16.9667, 145.7000
 LAKE, -15.8333, 144.8500
 YALK, -16.7500, 145.3333
 SHIP, -15.7950, 145.2447
 WETH, -16.6500, 145.3500
 CURR, -16.5000, 144.9833
 KARE, -17.7667, 145.5775
 GLEN, -17.7717, 145.3358
 RED , -17.7167, 145.2500
 NYMB, -17.6350, 145.0450
 WOOD, -17.6758, 145.2783
 MARE, -17.0167, 145.4667
