title, Lat, Lon
 ASHL, -27.3878, 147.2858
 CLON, -28.0167, 147.7500
 PING, -26.4214, 144.9992
 BEND, -27.8503, 146.8789
 DEEL, -27.5428, 147.3036
 ELMI, -27.3833, 146.6000
 BOGA, -25.3750, 147.1072
 LILL, -26.5722, 147.3564
 ETON, -26.1267, 146.9000
 WARR, -28.4167, 146.6833
 ROSE, -27.8717, 148.0344
 WARI, -26.3567, 147.4050
 KAND, -26.8928, 147.8167
 ARCO, -26.8033, 147.8742
 WALL, -26.9500, 147.7667
 RUTH, -27.6844, 147.6981
 HEAT, -28.0781, 147.3981
 HOME, -27.6267, 147.4453
 WALL, -28.0333, 147.4833
 GLAN, -25.4500, 145.7500
 MONA, -28.1833, 147.5167
 FAIR, -26.8167, 147.7667
 LANG, -25.5333, 145.7833
 KAHM, -28.0964, 145.5075
 GAMA, -28.3264, 146.5111
 DING, -27.4633, 146.8519
 EULO, -28.1604, 145.0463
 WHYE, -28.3875, 148.3111
 HEBE, -28.9700, 147.7950
 CHAR, -26.4025, 146.2378
 MURW, -27.0028, 145.9433
 WYAN, -27.2483, 145.9667
 CYNT, -27.9167, 148.0000
 HAZE, -27.8000, 145.2667
 MILL, -26.2167, 146.1333
 WANG, -28.8500, 144.0667
 WAVE, -29.0000, 143.8667
 MIOR, -26.8000, 148.0167
 WEST, -26.5833, 146.2000
 YAMB, -28.5128, 148.4017
 ROSE, -27.1500, 145.9000
 BAYR, -25.4636, 146.0272
 BARD, -26.0833, 146.4167
 ARDG, -27.9167, 146.5000
 BOOK, -25.8500, 147.0333
 WALL, -26.5992, 146.1728
 AUTH, -26.6667, 146.6167
 WALL, -27.6200, 145.8281
 KINC, -26.6311, 147.8836
 MILT, -27.9667, 148.1667
 COLO, -26.6833, 146.2333
 DOON, -28.2503, 148.4644
 KILC, -28.6833, 143.9333
 WIND, -27.9950, 148.4981
 HUNG, -28.9972, 144.4094
 ROSE, -27.0833, 145.6833
 DRYS, -27.3833, 148.1333
 BOON, -25.7667, 144.8333
 AMBA, -26.1000, 145.4000
 AMBA, -25.9000, 145.1667
 HUNG, -28.9833, 144.4067
 AUTH, -26.6658, 146.6083
 BAKE, -26.7042, 146.1094
 LOCH, -25.4708, 146.8430
 ALLA, -26.9364, 145.4408
 ALDV, -27.3053, 145.1278
 THE , -26.0808, 146.4172
 NIND, -28.3547, 148.8205
 TANT, -26.1717, 147.0875
 GLEN, -27.6986, 145.5867
 BRIA, -28.9083, 147.6917
 HUME, -27.4003, 145.2078
 WETL, -25.5954, 147.1182
 BIDD, -25.8042, 146.4244
 THE , -26.0808, 146.4172
 BRON, -25.7386, 145.3228
 DULB, -26.3856, 147.3553
 BARR, -26.0586, 146.4244
 CHAR, -26.4025, 146.2378
 BAKE, -26.7053, 146.1089
 BAYS, -25.4903, 145.6144
 WARI, -26.1394, 145.6639
 OAKP, -26.0581, 146.1308
 ROCK, -28.4264, 145.7350
 CHES, -25.3353, 147.3000
 DUNV, -26.1236, 146.6228
 RACE, -26.4083, 146.4042
 BONA, -27.5408, 148.3125
 BREN, -28.8767, 147.3250
 ARDR, -28.3178, 148.5106
 DUNB, -28.1372, 147.6292
 CHAL, -28.6742, 147.0847
 MARA, -27.7869, 147.3939
 GLEN, -26.3597, 146.9808
 CHAR, -26.4147, 146.2608
 QUIL, -27.1338, 145.0707
 DERB, -25.4536, 147.3031
 BINN, -26.4842, 146.0856
 METF, -27.7122, 147.0461
 WARR, -26.4400, 147.3492
 BALM, -25.4780, 146.0502
 CHAR, -26.4025, 146.2378
 BINN, -26.4842, 146.0861
 MYEN, -26.5458, 146.0167
 THE , -26.0808, 146.4172
 BAKE, -26.7053, 146.1089
 BARR, -26.0419, 146.4292
 FARN, -28.0467, 145.1214
 CHAR, -26.4139, 146.2558
 ADAV, -25.9167, 144.6000
 ARDO, -27.4333, 144.1167
 BULL, -28.5267, 142.9614
 SOUT, -26.9011, 144.3386
 COMO, -26.5031, 144.3286
 DURH, -27.0797, 141.9078
 EROM, -26.6694, 143.2700
 GOOM, -26.1133, 144.1333
 KYAB, -26.2994, 143.1597
 BALL, -27.4008, 141.8114
 MT H, -26.5122, 142.2731
 MOUN, -26.8989, 143.3381
 NAPP, -27.5964, 141.1069
 NOCC, -27.8167, 142.5833
 NORL, -27.7722, 143.8728
 QUIL, -26.6125, 144.2578
 RAY , -26.0833, 143.7261
 THAR, -27.9978, 143.8197
 THYL, -26.0853, 143.4483
 TOBE, -27.3000, 143.6833
 TOOM, -27.0000, 144.0000
 WAMB, -27.1833, 144.0833
 WHYN, -26.6911, 143.9047
 LAKE, -27.0167, 141.3000
 NOCK, -27.7217, 142.7131
 THAR, -27.9867, 143.8150
 WOOM, -27.2506, 142.1292
 ORIE, -28.0833, 143.1000
 ARRA, -26.7614, 141.0194
 ORIE, -28.0722, 141.5317
 TIND, -27.3542, 143.9014
 MAYB, -26.1500, 144.3000
 PLEV, -26.6806, 142.5942
 GLEN, -26.1000, 144.4500
 TALL, -26.6303, 143.5308
 BODA, -26.3061, 143.3767
 YAMB, -26.6333, 143.5833
 MOBL, -26.8731, 143.9344
 EMUD, -26.1333, 144.3500
 MALA, -26.3667, 142.2833
 BERE, -27.0250, 142.9611
 ULAM, -26.9000, 142.8667
 MOUN, -27.2000, 143.1667
 ADAV, -25.9105, 144.6010
 QUIL, -26.6147, 144.2828
 THAR, -27.9947, 143.8278
 NICK, -26.3333, 144.2167
 GILP, -26.1500, 141.6333
 TENA, -28.0500, 141.9000
 PINI, -27.8167, 143.4000
 BALB, -27.1167, 144.1000
 BULG, -25.7911, 143.7036
 NOOY, -28.0400, 143.5542
 THAR, -28.0167, 143.8000
 TICK, -28.6500, 142.2000
 BUCK, -26.1500, 144.2167
 DALE, -26.1333, 143.9167
 NOCC, -27.8180, 142.5900
 KARM, -27.3772, 141.9472
 JACK, -27.6364, 142.4008
 YAPU, -26.3867, 143.2003
 TAU , -28.3250, 141.4483
 QUIL, -26.6167, 144.2833
 CAME, -28.9967, 141.0000
 CANA, -25.9953, 143.9253
 RAYM, -26.1422, 143.0289
 MILR, -26.0467, 144.3472
 OMIC, -28.7706, 141.2414
 JACK, -27.5780, 142.3792
 EPSI, -28.2969, 141.2067
 TIBO, -29.0333, 141.5500
 WHIT, -30.0167, 142.9500
 WANA, -29.7656, 143.1142
 YANC, -31.2873, 141.4437
 WILC, -31.7333, 143.2167
 TIBO, -29.0000, 141.1667
 TIBO, -29.0885, 141.2033
 GNAL, -31.0500, 142.3333
 GRAS, -31.4167, 142.6333
 HEWA, -29.5167, 141.3333
 KAKO, -31.8000, 141.7000
 WHIT, -30.7833, 142.2333
 WILC, -31.5194, 143.3850
 BROK, -30.9719, 142.3229
 TIBO, -29.2833, 141.2500
 BROK, -31.4459, 142.1352
 BROK, -31.5000, 141.9500
 WILC, -31.4167, 143.1667
 MILP, -29.7378, 141.8847
 WHIT, -30.1989, 143.2259
 MILP, -30.1358, 141.7286
 MOUN, -29.8000, 141.7833
 WILC, -31.4469, 143.6548
 SILV, -31.8833, 141.0333
 WILC, -31.5816, 143.4892
 NELY, -31.1667, 144.1167
 NUND, -30.8833, 141.7000
 BROK, -30.8000, 142.4833
 TIBO, -29.0500, 141.8600
 TIBO, -29.0162, 142.1559
 WILC, -30.8688, 143.7073
 WHIT, -30.4500, 143.3167
 WHIT, -30.2622, 142.9776
 BROK, -31.2972, 141.7103
 WHIT, -31.0225, 143.0378
 TIBO, -29.2500, 142.5500
 THOM, -31.6000, 141.5000
 TIBO, -29.4362, 142.0097
 WHIT, -30.4921, 143.7456
 WANA, -29.7258, 143.7607
 TIBO, -29.2333, 141.3333
 TILP, -31.1833, 144.1000
 WHIT, -30.8506, 143.0893
 WILC, -31.5631, 143.3747
 TILP, -31.2000, 144.1000
 TIBO, -29.4378, 142.4629
 YALC, -31.7167, 141.7833
 WANA, -29.7333, 143.3333
 WHIT, -30.2667, 142.7833
 MILP, -29.6833, 141.4167
 BROK, -30.6964, 141.0732
 WANA, -29.4850, 143.5228
 WANA, -29.4089, 143.3808
 MILP, -29.6333, 141.4833
 BERA, -29.1833, 143.5333
 COBR, -31.2667, 143.6833
 CULT, -31.4000, 144.0000
 DRY , -31.3833, 143.1833
 ELSI, -29.5000, 143.5833
 EULO, -31.0000, 144.0833
 BROK, -31.2333, 142.2867
 FORT, -31.8500, 143.5000
 FOWL, -31.0333, 141.9333
 GEMV, -30.9000, 143.0000
 GOOR, -30.3000, 144.0000
 HAMI, -29.0000, 143.2000
 MOKE, -29.4500, 141.6167
 MOMB, -30.9667, 143.3167
 MORD, -30.5000, 142.4000
 MOUN, -31.8833, 141.6333
 MURP, -30.2500, 143.8667
 NINE, -31.5000, 143.0667
 PALD, -30.2167, 142.2000
 PURN, -31.7000, 141.4500
 QUAN, -31.4167, 143.8667
 RIVE, -31.6000, 143.3500
 ROCK, -31.2833, 142.2500
 SALI, -30.0000, 142.7833
 WICA, -30.8000, 142.7000
 WANA, -29.2908, 143.4812
 TORR, -31.4667, 141.4167
 WHIT, -30.7500, 143.0000
 WHIT, -30.7667, 142.9833
 WYAR, -30.2667, 141.5500
 WYDG, -30.0000, 141.6167
 YALP, -29.0000, 142.0000
 YANT, -29.8000, 142.3000
 POOL, -31.5000, 141.4000
 LAKE, -30.0333, 141.8667
 WARR, -29.6000, 141.9000
 MILP, -30.4439, 142.0635
 FOWL, -31.0869, 141.7017
 WANA, -30.1500, 143.7833
 WHIT, -30.6682, 142.5438
 WHIT, -30.6322, 142.3219
 YANC, -31.7167, 141.5833
 YANC, -31.3667, 141.6167
 LAKE, -30.1500, 142.0833
 NUND, -30.7333, 142.0333
 MOUN, -29.6667, 141.7833
 MURL, -30.3167, 142.3667
 TIBO, -29.6833, 142.4667
 CUTH, -31.5500, 142.6333
 CONN, -29.2500, 142.5167
 COPA, -31.2667, 143.4167
 SAND, -30.9667, 141.8000
 TINA, -29.4667, 144.3833
 BROK, -31.6201, 142.2913
 TEIL, -30.9333, 141.2333
 YANT, -30.6000, 143.6833
 WILC, -31.0607, 143.4086
 WHIT, -30.5833, 143.3500
 WANA, -30.1667, 143.8833
 WHIT, -30.5500, 142.5000
 EURI, -31.4333, 141.6167
 TILP, -31.3885, 144.0422
 WHIT, -29.6167, 143.0667
 BROK, -31.4843, 142.3315
 ANNA, -31.2667, 144.0333
 WILC, -31.4333, 143.2167
 WILC, -31.7000, 143.2167
 WILC, -31.4667, 143.4000
 WILC, -31.0500, 143.2833
 WANA, -29.5119, 143.0675
 TIBO, -29.8718, 142.4340
 WILC, -31.7081, 144.0702
 TIBO, -29.4448, 142.0567
 PACK, -30.6056, 141.9770
 FOWL, -31.0863, 141.7008
 WHIT, -30.8522, 143.0743
 WHIT, -30.4830, 143.9110
 WANA, -29.2746, 143.6496
 TIBO, -29.3335, 142.5194
 WANA, -29.9131, 143.8047
 BROK, -31.8173, 141.9324
 MILP, -29.9307, 142.0182
 WANA, -29.7614, 143.1135
 BOUL, -30.0708, 141.8795
 WHIT, -30.5807, 143.3528
 GRAS, -31.4198, 142.6258
 WHIT, -30.8693, 143.7085
 MOUN, -31.2554, 141.2389
 SMIT, -30.0692, 141.0067
 PACK, -30.4960, 141.3335
 WINN, -29.7510, 141.1105
 GUM , -32.5271, 143.3710
 APPI, -32.4167, 142.3833
 ARUM, -33.7500, 142.9000
 WENT, -33.9333, 141.9667
 BAKA, -31.8833, 143.0500
 WILC, -31.8320, 143.1507
 BIND, -32.7500, 142.3000
 BROK, -31.9759, 141.4676
 COCK, -32.4555, 141.0785
 WENT, -33.0333, 142.3667
 BROK, -31.8833, 142.5000
 HUON, -32.1000, 141.6000
 JUTL, -32.1000, 141.6500
 POON, -32.9669, 143.1071
 BROK, -32.2214, 142.0305
 KINC, -32.4500, 142.4000
 LAKE, -34.0438, 141.2676
 LAKE, -34.0833, 141.1833
 POON, -33.6692, 142.9373
 MENI, -32.3937, 142.4173
 POON, -33.2158, 142.3868
 MOOR, -34.1333, 141.6000
 IVAN, -32.4759, 143.9396
 MULC, -32.1333, 141.6667
 POON, -33.3393, 143.3986
 KINA, -32.0644, 141.8925
 NELI, -32.1000, 142.8000
 NETL, -32.5833, 141.4500
 LAKE, -33.8221, 141.3575
 POON, -33.3856, 142.5696
 SILV, -31.8833, 141.2167
 BROK, -31.8803, 141.5930
 POON, -33.7000, 142.3500
 POON, -33.4268, 142.5719
 TERY, -32.2000, 143.6000
 THAC, -32.0000, 141.1000
 WILC, -32.0667, 143.6500
 BROK, -31.8905, 141.9896
 TOR , -32.9667, 142.0667
 UMBE, -31.8153, 141.2090
 WENT, -33.9297, 142.3572
 WENT, -34.0913, 141.9102
 WAVE, -31.9000, 143.6000
 MENI, -32.1036, 142.9236
 POON, -33.0833, 143.0833
 WENT, -33.3326, 141.7716
 WENT, -33.2552, 141.7984
 TOLA, -32.7833, 142.3833
 BROK, -32.0012, 141.4694
 BROK, -32.0682, 141.1097
 MANA, -32.7000, 143.4667
 TANG, -34.5000, 143.6667
 MENI, -32.8333, 142.3500
 WENT, -34.1065, 141.9189
 IVAN, -32.9667, 143.8167
 KALE, -32.6167, 143.0333
 BROK, -32.4190, 141.5525
 GOL , -34.1667, 142.2167
 MENI, -32.3902, 142.4164
 BLAC, -32.1333, 142.7167
 SILI, -32.0000, 142.2167
 BROK, -32.2833, 141.4000
 BROK, -32.6569, 141.2376
 CATT, -32.2000, 143.2000
 HENL, -32.2000, 142.7500
 GARN, -33.3833, 143.2500
 LANG, -32.6000, 141.6000
 POPL, -33.2000, 141.7500
 PRIN, -33.0000, 143.6000
 ROCH, -32.2500, 142.7000
 BROK, -32.3333, 141.4500
 TAPI, -34.0000, 142.0000
 TARE, -33.9667, 141.0333
 THAR, -32.0000, 141.1000
 PARA, -33.8000, 142.1167
 MENI, -32.5700, 142.3958
 MENI, -32.9833, 142.3833
 RUFU, -34.0500, 141.1500
 WENT, -33.2714, 141.5962
 CAL , -34.0452, 141.0661
 PARA, -33.8333, 142.2000
 TARA, -33.1667, 141.7833
 PANB, -33.2833, 143.1833
 LETH, -33.6833, 142.4833
 POON, -33.7144, 142.3167
 BONN, -34.3167, 142.3500
 BOOL, -32.3333, 143.0000
 TINT, -32.0833, 142.9833
 THAC, -32.0000, 141.1000
 WENT, -33.4398, 141.1575
 RAT , -31.9000, 141.1667
 COON, -32.9833, 141.6167
 BALA, -32.1333, 141.3667
 WENT, -33.7492, 142.2205
 COON, -31.8333, 143.1500
 POON, -33.9667, 142.8167
 WILC, -31.8333, 143.3667
 WILC, -31.8500, 143.2833
 WILC, -31.8333, 143.4500
 WENT, -33.7151, 141.7179
 WENT, -34.1117, 141.9033
 MENI, -32.3900, 142.4333
 BROK, -31.9333, 141.5333
 POON, -33.3892, 142.5683
 BROK, -32.8040, 141.5096
 WENT, -33.2136, 141.1674
 POON, -32.9262, 142.3791
 PARI, -34.3206, 142.3645
 BURN, -32.0679, 143.6500
 INKE, -31.9772, 142.1530
 NELI, -32.0079, 142.8181
 WENT, -33.8218, 141.3592
 IVAN, -32.9416, 143.5386
 MULU, -33.3392, 143.4000
 CENT, -32.7107, 142.1115
 POON, -33.4255, 142.5760
 BREW, -30.0000, 147.0000
 NEW , -29.1000, 147.9000
 TILP, -31.2170, 144.6672
 BANG, -29.2667, 147.7667
 BARR, -29.0128, 145.7132
 LOUT, -30.5583, 145.5950
 ENNG, -29.1581, 145.8068
 BELL, -29.5950, 145.5550
 BOMA, -29.4333, 147.5500
 CARI, -30.1047, 147.4647
 BOPP, -31.2000, 146.4000
 GIRI, -31.3078, 146.4392
 BORA, -29.5000, 146.5500
 BOUR, -30.0917, 145.9358
 GOOD, -29.0299, 147.3128
 BREW, -29.9614, 146.8651
 YANT, -29.0833, 144.9000
 BULG, -31.8000, 145.6000
 COLL, -29.5381, 148.4046
 BUNG, -29.7667, 147.7833
 MUNG, -29.0362, 148.6457
 BYRO, -30.6604, 146.4064
 MUNG, -29.0813, 148.6000
 CANB, -31.6000, 146.3667
 CANB, -31.5567, 146.3217
 WEIL, -29.3513, 146.8126
 WARR, -29.7000, 146.0000
 COBA, -31.4840, 145.8294
 CHAR, -30.2500, 146.7000
 CLOV, -30.4500, 145.3000
 COBA, -31.5000, 145.8000
 COLL, -29.5406, 148.5817
 COLL, -29.6333, 146.4167
 CURR, -30.8000, 145.9000
 COBA, -31.6888, 145.4830
 DUMB, -29.2000, 147.4000
 WALG, -29.6644, 148.1152
 DUNL, -30.6333, 145.0167
 COLL, -29.4484, 148.2499
 ENNG, -29.3174, 145.8466
 EULA, -29.1000, 148.7000
 EXLE, -30.9500, 146.8000
 FORD, -29.7534, 145.4269
 GAMA, -29.4000, 148.4000
 GNOM, -29.1667, 147.2667
 GONG, -30.3500, 146.9000
 GOOD, -29.1142, 147.4543
 COLL, -29.1507, 148.6251
 LIGH, -29.7500, 147.9167
 BOUR, -30.3446, 145.5763
 COBA, -30.9823, 145.4748
 KALL, -30.9000, 144.5000
 COLL, -29.7701, 146.5157
 COBA, -31.6982, 145.7045
 LIGH, -29.4275, 147.9806
 LILA, -29.7000, 145.6000
 LISS, -29.5000, 146.3000
 LOUT, -30.5357, 145.1160
 MASC, -29.3667, 145.2167
 COBA, -31.6050, 146.0583
 MILR, -29.6000, 146.7000
 GOOD, -29.0481, 147.5064
 TALY, -29.1167, 144.3833
 M.R., -30.7000, 147.0000
 COOL, -30.6413, 147.0855
 MURR, -31.1000, 147.1000
 AMPH, -31.5333, 145.6000
 OAKL, -30.1000, 146.4000
 QUAN, -29.9000, 146.9000
 ROSE, -30.4167, 145.3500
 SPRI, -31.5333, 145.4333
 SUSS, -31.4000, 146.3000
 BREW, -29.5213, 146.9487
 COBA, -31.7108, 145.2764
 TILP, -30.9370, 144.4160
 COBA, -31.1227, 145.8319
 EAST, -30.2833, 145.3833
 TOOR, -30.1500, 146.6833
 TOUL, -29.0000, 147.0000
 WANA, -29.7029, 144.1484
 WAPW, -29.2000, 145.6000
 WARR, -29.9333, 146.2333
 WEIL, -29.2517, 146.9193
 WILB, -30.3000, 146.7000
 GOOD, -29.4192, 147.3484
 WILL, -29.5000, 147.2000
 WINB, -30.6500, 144.9500
 YANT, -29.3423, 145.0032
 YIMK, -31.2667, 146.2167
 WANA, -29.5274, 144.9179
 BARN, -31.6000, 144.9000
 CORO, -30.9000, 146.2500
 GLEN, -30.8000, 146.6000
 LIGH, -29.3333, 148.3167
 BURK, -30.5500, 145.8167
 COOL, -30.9461, 146.1590
 COBA, -31.4414, 145.3499
 GALA, -30.6000, 145.9333
 BREW, -29.1333, 146.4167
 GOOD, -29.0167, 147.4500
 LEDK, -29.5000, 146.3000
 LILA, -29.5333, 145.9667
 MEBE, -29.3667, 148.0500
 ENNG, -29.0833, 146.2000
 MUCK, -29.3000, 147.4000
 LOUT, -30.7500, 145.2333
 NIDG, -30.6667, 146.9167
 NOCO, -30.1000, 144.1000
 NOCO, -30.1000, 144.1000
 BREW, -29.2850, 146.6450
 NEW , -29.1000, 147.8833
 NULL, -31.7000, 145.7000
 PARR, -29.0000, 144.8000
 PIRI, -29.5833, 145.6333
 COBA, -31.6000, 145.4000
 COBA, -31.4240, 145.2539
 TILP, -30.8167, 144.6000
 THE , -29.7000, 145.9000
 THE , -31.5500, 145.2500
 WANA, -30.2301, 144.5506
 TUBB, -30.8500, 147.1000
 WANA, -29.6833, 144.2167
 WANG, -29.8000, 144.8000
 WILL, -30.6167, 144.2333
 WILK, -29.8833, 147.6667
 WILL, -30.7000, 147.0333
 WOLK, -30.0000, 146.6000
 YAHG, -30.5833, 145.9333
 YAND, -30.3000, 145.7000
 YANT, -29.3333, 145.0500
 WARR, -30.0000, 147.7333
 LOUT, -30.9623, 145.3365
 BARN, -31.5500, 145.0000
 BOUR, -29.9500, 146.4333
 BONE, -29.4000, 146.7000
 BOOR, -31.3000, 146.3000
 BOOR, -31.1000, 145.4000
 BOUR, -30.1000, 146.0000
 BULL, -31.7000, 144.6000
 BULL, -31.5000, 144.6000
 COLL, -29.6833, 146.6833
 COMB, -29.7167, 147.8167
 COOC, -31.2000, 146.2000
 COOL, -31.0278, 146.7123
 COOL, -31.0833, 146.6500
 CORO, -31.3000, 145.5000
 DWYE, -30.5000, 145.9333
 CURR, -31.1000, 144.4000
 CUTT, -31.3000, 145.8000
 DRYS, -31.1333, 145.8333
 DUME, -29.1167, 148.7333
 YANT, -29.5167, 144.3333
 DUNG, -29.2667, 148.3333
 WANA, -29.6982, 144.4901
 FLOR, -31.5000, 146.4000
 FORT, -30.0833, 145.8667
 GERA, -29.2000, 146.7167
 GERO, -29.8000, 148.1000
 GLEN, -29.2500, 146.2667
 GOOL, -29.2167, 145.6333
 GOON, -30.0500, 145.2833
 KENI, -30.6000, 146.2000
 COBA, -31.1667, 146.1333
 KERR, -30.9500, 145.1333
 LAKE, -29.8667, 147.3333
 GRAW, -29.6350, 147.6781
 BUND, -29.5500, 147.2167
 GUND, -30.3667, 145.5333
 ANGL, -29.1173, 147.8993
 COMP, -30.4333, 146.5833
 COOL, -30.8333, 146.9333
 COOL, -30.9117, 146.8306
 BOUR, -30.0500, 146.2167
 BREW, -30.0333, 147.2667
 BYRO, -30.5667, 146.5500
 BYRO, -30.5000, 146.2000
 BREW, -29.9744, 147.0493
 BREW, -29.9667, 146.6000
 HUNG, -29.2383, 144.5697
 TILP, -30.9000, 144.5500
 BREW, -29.5833, 146.4167
 WANA, -29.7033, 144.1550
 COBA, -31.7000, 145.9167
 MOUN, -30.1667, 146.3167
 WEIL, -29.1183, 146.9300
 MULT, -29.4333, 145.6667
 WEIL, -29.3667, 147.2000
 HELM, -30.8833, 145.8833
 ELDO, -30.4667, 145.1000
 BURR, -29.2167, 148.6500
 GOOD, -29.3529, 147.4012
 INNI, -29.5333, 146.6333
 BARR, -31.6500, 145.8333
 REST, -31.8333, 146.3667
 FORD, -30.0843, 145.2884
 FORD, -30.0000, 144.9667
 WANA, -29.9833, 144.6833
 BARR, -29.2167, 145.5667
 COBA, -31.4622, 145.7909
 COBA, -31.4500, 145.8833
 WANA, -29.4396, 144.3915
 WANA, -29.7050, 144.7550
 WANA, -29.8833, 144.4667
 WALG, -30.0500, 147.8500
 THE , -31.7167, 146.0833
 BOUR, -30.4065, 145.4997
 BOKH, -29.6167, 147.0333
 COBA, -31.5500, 145.3500
 WEIL, -29.0667, 146.6833
 BYRO, -30.5167, 146.6333
 COBA, -31.5000, 145.1500
 ENNG, -29.6667, 145.8667
 BREN, -29.0300, 147.3100
 TILP, -30.9367, 144.4167
 BREW, -29.9500, 146.8650
 GOOD, -29.1133, 147.4433
 ENNG, -29.3217, 145.8367
 LOUT, -30.3833, 145.3000
 LOUT, -30.3833, 145.2500
 BYRO, -30.4667, 146.5000
 BYRO, -30.7167, 145.7333
 BIRR, -29.1017, 147.4233
 CULG, -29.7667, 146.5167
 NEW , -29.1133, 147.9000
 BURB, -29.1167, 146.9333
 MULG, -30.6967, 146.9967
 COLL, -29.5428, 148.5767
 FORD, -29.6500, 145.2167
 TILP, -31.0667, 144.1167
 WANA, -30.0083, 144.1050
 WEIL, -29.2433, 146.9238
 WALG, -30.0905, 147.5481
 TILP, -31.0000, 144.3667
 BYRO, -30.6833, 146.5000
 ANGL, -29.3333, 147.9667
 YANT, -29.2540, 144.6729
 COBA, -31.5425, 145.3925
 COBA, -31.5388, 145.7964
 BREW, -30.1749, 146.9724
 BOUR, -30.0423, 145.9520
 CUMB, -29.7443, 147.7704
 COOL, -30.9423, 146.9665
 BOUR, -30.5888, 145.7890
 LIGH, -29.4310, 147.9722
 COBA, -31.4861, 145.8281
 BOUR, -30.0362, 145.9521
 BURR, -29.1544, 145.4066
 WANA, -30.1006, 145.3338
 GUMB, -29.7859, 146.2857
 BYRO, -30.4864, 146.3283
 NOON, -31.7267, 144.9313
 BREW, -29.9708, 146.8136
 ANGL, -29.1173, 147.8992
 LIGH, -29.4524, 147.9796
 WEIL, -29.3515, 146.8125
 IVAN, -32.8833, 144.3092
 BENA, -34.5000, 143.0000
 BALR, -34.6398, 143.5610
 IVAN, -32.6667, 144.2500
 EUAB, -33.0801, 146.5731
 MOSS, -33.2833, 144.7167
 BOX , -34.2000, 143.5000
 EUAB, -33.1000, 146.6667
 HATF, -33.4021, 143.9375
 COAN, -32.7167, 145.7833
 ROTO, -32.8272, 145.3581
 CULP, -33.6000, 144.3500
 EUAB, -33.1094, 146.4736
 EUST, -34.5833, 142.7333
 EUST, -34.6000, 142.7000
 FRES, -33.5000, 144.2000
 FULH, -31.9833, 144.4167
 GLEN, -34.3000, 143.9000
 IRIS, -32.9500, 144.8500
 IVAN, -32.8999, 144.2995
 JUAN, -34.2000, 143.9167
 IVAN, -33.0444, 144.2354
 KILL, -32.0667, 146.0000
 EUST, -34.4523, 142.9109
 MAGE, -33.9000, 143.5500
 MANF, -33.3167, 143.7667
 MEIL, -34.6000, 142.9000
 ROTO, -32.7833, 145.5500
 MERR, -33.3833, 145.5333
 MOSS, -33.3500, 144.9333
 NYMA, -32.2087, 146.3947
 MOSS, -33.2500, 144.5667
 MOUN, -32.8345, 145.8772
 TRID, -32.9333, 144.9333
 BOOL, -33.9333, 144.7833
 NATU, -33.8000, 144.7000
 NYMA, -32.0641, 146.3192
 COBA, -32.1367, 145.0417
 PAIK, -34.5000, 143.6000
 RAVE, -33.6000, 144.5000
 ROTO, -33.0000, 145.4500
 ROTO, -33.2000, 145.5000
 ST A, -33.6000, 144.5000
 SAND, -32.2000, 146.0000
 SHEA, -31.9000, 146.0000
 EUST, -34.5594, 143.0754
 TAPA, -34.5500, 142.5000
 HATF, -33.6918, 143.8026
 BALR, -34.6516, 143.0491
 HATF, -33.7272, 144.0175
 TIN , -34.5000, 143.6000
 TORI, -34.3500, 143.7000
 TRID, -33.0000, 145.0500
 OXLE, -34.2167, 144.1667
 VIET, -33.4000, 145.1000
 OXLE, -34.1953, 143.7916
 TRID, -33.1984, 145.1220
 COBA, -32.2409, 145.5530
 YATH, -32.6500, 145.6000
 YOUH, -33.9500, 143.7000
 EREM, -32.5000, 146.4000
 IVAN, -32.3884, 144.7456
 VIVI, -32.7167, 145.7000
 IVAN, -33.0520, 144.1444
 PINE, -32.7500, 144.6000
 TALL, -32.7500, 146.5833
 BABI, -31.8833, 146.3500
 SHUT, -32.1167, 146.1667
 ALMA, -33.4167, 144.3667
 ALMA, -33.4000, 144.4000
 CANA, -34.7000, 143.5500
 CONO, -32.7000, 144.7000
 JUMP, -33.5000, 144.7000
 KEEW, -32.2000, 145.0000
 MARF, -32.5000, 144.2000
 MERU, -33.7000, 145.0000
 NIMA, -32.0000, 146.2000
 PENA, -34.4000, 143.6000
 ROCK, -32.5000, 146.0000
 TARR, -33.9000, 144.4000
 NYMA, -32.5000, 146.1000
 MOOR, -33.5833, 145.3167
 WANG, -33.2167, 145.6333
 WAGG, -32.8500, 145.8667
 TURL, -33.8333, 143.1667
 OAT , -33.0000, 144.7333
 GILG, -32.3833, 146.0333
 NEKA, -32.5333, 144.6667
 CLAR, -33.3833, 144.0000
 BALO, -32.3500, 146.3500
 NILL, -32.0833, 145.8000
 LACH, -33.0000, 145.8333
 BOOL, -33.6959, 144.2757
 TILL, -33.7000, 143.9000
 WILL, -33.2000, 145.1167
 MOSS, -33.2500, 144.1500
 OXLE, -34.2000, 144.1000
 OXLE, -34.2000, 144.1000
 BEDO, -32.3333, 145.9167
 D-BL, -33.9667, 143.4667
 BLUE, -33.6833, 144.0667
 GUNN, -33.2167, 144.0167
 CULP, -34.5333, 142.4167
 IVAN, -32.1698, 144.2007
 WAUG, -34.3833, 143.8833
 NYMA, -32.5192, 146.2824
 NYMA, -32.4167, 145.9833
 MOUN, -32.6333, 145.9167
 EUAB, -32.7167, 146.3333
